date,SP_PI,SP_RI,TR10Y_RI,TR3M_RI,CPI,INF_EXP,SP,E,D,CAPE,PAY,10Y,3M,CORP,B2P,NTIS,BAA_AAA,CORP_RTN,CAY_PCT,SENT
1871-01-31,4.4389,0.018285551,11.5090813,18.5996348,,,4.44,0.4,0.26,,0.65,0.0532,,,,,,,,
1871-02-28,4.5011,0.018626902,11.6717153,18.6771333,,,4.5,0.4,0.26,,0.65,0.053233333,,,,,,-0.004230464,,
1871-03-31,4.613,0.019175406,11.8992989,18.7549547,,,4.61,0.4,0.26,,0.65,0.053266667,,,,,,-0.011471815,,
1871-04-30,4.7498,0.019829945,11.9964636,18.8331003,,,4.74,0.4,0.26,,0.65,0.0533,,,,,,-0.000156351,,
1871-05-31,4.8617,0.020383718,12.0224435,18.9115716,,,4.86,0.4,0.26,,0.65,0.053333333,,,,,,0.008140628,,
1871-06-30,4.8244,0.020312116,12.0094536,18.9903698,,,4.82,0.4,0.26,,0.65,0.053366667,,,,,,0.008278792,,
1871-07-31,4.7374,0.020031754,12.1694873,19.0694963,,,4.73,0.4,0.26,,0.65,0.0534,,,,,,-0.006204304,,
1871-08-31,4.7871,0.020328947,12.30925,19.1489526,,,4.79,0.4,0.26,,0.65,0.053433333,,,,,,-0.002396759,,
1871-09-30,4.8368,0.020627299,12.30925,19.2287399,,,4.84,0.4,0.26,,0.65,0.053466667,,,,,,0.008239095,,
1871-10-31,4.5881,0.019654402,12.002519,19.3088596,,,4.59,0.4,0.26,,0.65,0.0535,,,,,,0.021628644,,
1871-11-30,4.6379,0.019955814,11.9961176,19.3893132,,,4.64,0.4,0.26,,0.65,0.053533333,,,,,,0.003443396,,
1871-12-31,4.7498,0.020526367,12.1828235,19.470102,8.5192,,4.74,0.4,0.26,,0.65,0.053566667,,,,,,-0.004808696,,
1872-01-31,4.8617,0.021105541,12.6276679,19.5350023,,,4.86,0.4025,0.2633,,0.654161491,0.0536,,,,,,-0.014534277,,
1872-02-29,4.8866,0.021309274,12.5252221,19.600119,,,4.88,0.405,0.2667,,0.658518519,0.053783333,,,,,,0.017145807,,
1872-03-31,5.0358,0.02205634,12.5728841,19.6654528,,,5.04,0.4075,0.27,,0.662576687,0.053966667,,,,,,-0.003787463,,
1872-04-30,5.185,0.022807096,12.7032695,19.7310043,,,5.18,0.41,0.2733,,0.666585366,0.05415,,,,,,-0.003071474,,
1872-05-31,5.185,0.022904596,12.7991412,19.7967743,,,5.18,0.4125,0.2767,,0.670787879,0.054333333,,,,,,-0.001281781,,
1872-06-30,5.1352,0.022782717,12.56631,19.8627635,,,5.13,0.415,0.28,,0.674698795,0.054516667,,,,,,0.027596379,,
1872-07-31,5.0979,0.022715617,12.9038424,19.9289727,,,5.1,0.4175,0.2833,,0.678562874,0.0547,,,,,,-0.014128659,,
1872-08-31,5.0358,0.022549606,12.755891,19.9954026,,,5.04,0.42,0.2867,,0.682619048,0.054883333,,,,,,0.012307295,,
1872-09-30,4.9612,0.022330708,12.6293165,20.062054,,,4.95,0.4225,0.29,,0.686390533,0.055066667,,,,,,0.010906359,,
1872-10-31,4.9736,0.022503118,12.6574442,20.1289275,,,4.97,0.425,0.2933,,0.690117647,0.05525,,,,,,0.000521852,,
1872-11-30,4.9612,0.022561307,12.8121463,20.1960239,,,4.95,0.4275,0.2967,,0.694035088,0.055433333,,,,,,-0.009560617,,
1872-12-31,5.0731,0.023186105,12.6788212,20.263344,8.6149,,5.07,0.43,0.3,,0.697674419,0.055616667,,,,,,0.015826882,,
1873-01-31,5.1104,0.023469277,13.1845173,20.3308885,,,5.11,0.4325,0.3025,,0.699421965,0.0558,,,,,,-0.027706973,,
1873-02-28,5.1601,0.02381285,13.2781434,20.3986581,,,5.15,0.435,0.305,,0.701149425,0.055708333,,,,,,0.000506028,,
1873-03-31,5.1104,0.023707111,13.2134143,20.4666536,,,5.11,0.4375,0.3075,,0.702857143,0.055616667,,,,,,0.010085413,,
1873-04-30,5.0358,0.02349128,13.1336587,20.5348758,,,5.04,0.44,0.31,,0.704545455,0.055525,,,,,,0.010039246,,
1873-05-31,5.0482,0.02368041,13.3648342,20.6033254,,,5.05,0.4425,0.3125,,0.706214689,0.055433333,,,,,,-0.009762691,,
1873-06-30,4.986,0.023522539,13.1625557,20.6720032,,,4.98,0.445,0.315,,0.707865169,0.055341667,,,,,,0.024253079,,
1873-07-31,4.9736,0.023600521,13.6006151,20.7409098,,,4.97,0.4475,0.3175,,0.709497207,0.05525,,,,,,-0.02316862,,
1873-08-31,4.9736,0.023737994,13.526418,20.8100462,,,4.97,0.45,0.32,,0.711111111,0.055158333,,,,,,0.010883392,,
1873-09-30,4.5881,0.022036768,13.1702722,20.879413,,,4.59,0.4525,0.3225,,0.712707182,0.055066667,,,,,,0.022838426,,
1873-10-31,4.1903,0.020268181,13.0663963,20.9490111,,,4.19,0.455,0.325,,0.714285714,0.054975,,,,,,-0.013415591,,
1873-11-30,4.0411,0.019667862,12.9399646,21.0188411,,,4.04,0.4575,0.3275,,0.715846995,0.054883333,,,,,,0.014516561,,
1873-12-31,4.4265,0.021664052,13.2296298,21.0889039,8.4234,,4.42,0.46,0.33,,0.717391304,0.054791667,,,,,,-0.000200994,,
1874-01-31,4.6627,0.022918372,13.9841976,21.1592003,,,4.66,0.46,0.33,,0.717391304,0.0547,,,,,,-0.032066914,,
1874-02-28,4.7995,0.023689074,14.159877,21.2297309,,,4.8,0.46,0.33,,0.717391304,0.054366667,,,,,,0.001700949,,
1874-03-31,4.7374,0.0234835,14.2056268,21.3004967,,,4.73,0.46,0.33,,0.717391304,0.054033333,,,,,,0.003213692,,
1874-04-30,4.6006,0.02290762,14.2739465,21.3714983,,,4.6,0.46,0.33,,0.717391304,0.0537,,,,,,0.002520334,,
1874-05-31,4.4887,0.022471691,13.892698,21.4427367,,,4.48,0.46,0.33,,0.717391304,0.053366667,,,,,,0.028449315,,
1874-06-30,4.4638,0.022471247,14.0531274,21.5142125,,,4.46,0.46,0.33,,0.717391304,0.053033333,,,,,,-0.000896454,,
1874-07-31,4.4638,0.022595963,14.6168062,21.5859265,,,4.46,0.46,0.33,,0.717391304,0.0527,,,,,,-0.03429009,,
1874-08-31,4.4762,0.022783355,14.7339261,21.6578796,,,4.47,0.46,0.33,,0.717391304,0.052366667,,,,,,-0.001232097,,
1874-09-30,4.5508,0.023290458,14.7107526,21.7300725,,,4.54,0.46,0.33,,0.717391304,0.052033333,,,,,,0.010054821,,
1874-10-31,4.5384,0.023354744,14.7502101,21.8025061,,,4.53,0.46,0.33,,0.717391304,0.0517,,,,,,0.008309693,,
1874-11-30,4.5633,0.023611449,14.8360145,21.8751811,,,4.57,0.46,0.33,,0.717391304,0.051366667,,,,,,0.00767066,,
1874-12-31,4.5508,0.023677849,14.7026106,21.9480984,8.4234,,4.54,0.46,0.33,,0.717391304,0.051033333,,,,,,0.015938724,,
1875-01-31,4.5508,0.023818337,14.8748457,22.0212587,8.232,,4.54,0.4517,0.3275,,0.725038743,0.0507,,,,,,0.000103897,,
1875-02-28,4.5384,0.023895166,15.3567522,22.0946629,8.232,,4.53,0.4433,0.325,,0.73313783,0.0503,,,,,,-0.02338187,,
1875-03-31,4.5881,0.024299367,15.3008511,22.1683118,8.232,,4.59,0.435,0.3225,,0.74137931,0.0499,,,,,,0.011027687,,
1875-04-30,4.6503,0.02476199,15.6786657,22.2422062,8.232,,4.65,0.4267,0.32,,0.749941411,0.0495,,,,,,-0.012156059,,
1875-05-31,4.4762,0.023965038,15.9273294,22.3070793,8.232,,4.47,0.4183,0.3175,,0.759024623,0.0491,,,,,,-0.006379094,,
1875-06-30,4.3768,0.023565454,15.7185033,22.3814362,8.232,,4.38,0.41,0.315,,0.768292683,0.0487,,,,,,0.016455729,,
1875-07-31,4.3892,0.023755302,16.1380934,22.456041,8.232,,4.39,0.4017,0.3125,,0.777943739,0.0483,,,,,,-0.015911773,,
1875-08-31,4.4141,0.024012503,16.1545609,22.5308945,8.232,,4.41,0.3933,0.31,,0.78820239,0.0479,,,,,,0.006140758,,
1875-09-30,4.3643,0.023865445,16.2783961,22.6059974,8.232,,4.37,0.385,0.3075,,0.798701299,0.0475,,,,,,0.001812062,,
1875-10-31,4.3022,0.023650353,16.3357027,22.6813508,8.134,,4.3,0.3767,0.305,,0.809662862,0.0471,,,,,,-0.000770777,,
1875-11-30,4.3643,0.02411689,16.3851051,22.7569553,8.036,,4.37,0.3683,0.3025,,0.821341298,0.0467,,,,,,0.006520333,,
1875-12-31,4.3643,0.02424893,16.121626,22.8328118,8.036,,4.37,0.36,0.3,,0.833333333,0.0463,,,,,,0.027706722,,
1876-01-31,4.4638,0.024944382,16.7043679,22.9089212,8.036,,4.46,0.3533,0.3,,0.849136711,0.0459,,,,,,-0.025165035,,
1876-02-29,4.526,0.025435918,17.0838592,22.9852842,8.036,,4.52,0.3467,0.3,,0.865301413,0.045783333,,,,,,-0.011716374,,
1876-03-31,4.5135,0.025502221,17.1095187,23.0619018,7.938,,4.51,0.34,0.3,,0.882352941,0.045666667,,,,,,0.007610968,,
1876-04-30,4.3395,0.024647401,17.0926375,23.1387748,7.938,,4.34,0.3333,0.3,,0.900090009,0.04555,,,,,,0.004286853,,
1876-05-31,4.1778,0.023856128,17.1682656,23.2159041,7.84,,4.18,0.3267,0.3,,0.918273646,0.045433333,,,,,,-0.001097327,,
1876-06-30,4.153,0.023845735,16.9744685,23.2932904,7.742,,4.15,0.32,0.3,,0.9375,0.045316667,,,,,,0.019606011,,
1876-07-31,4.1032,0.023685053,17.4414077,23.3515237,7.84,,4.1,0.3133,0.3,,0.957548675,0.0452,,,,,,-0.015842032,,
1876-08-31,3.9291,0.022806909,17.4587018,23.4099025,7.84,,3.93,0.3067,0.3,,0.978154548,0.045083333,,,,,,0.007525702,,
1876-09-30,3.6929,0.021563045,17.5278781,23.4879355,7.742,,3.69,0.3,0.3,,1,0.044966667,,,,,,-0.005550473,,
1876-10-31,3.668,0.021538841,17.207592,23.5662286,7.742,,3.67,0.2933,0.3,,1.022843505,0.04485,,,,,,0.02361382,,
1876-11-30,3.6059,0.021295229,17.1647028,23.6447827,7.742,,3.6,0.2867,0.3,,1.046389955,0.044733333,,,,,,0.009297817,,
1876-12-31,3.581,0.021273481,16.8188215,23.7235986,7.742,,3.58,0.28,0.3,,1.071428571,0.044616667,,,,,,0.026137624,,
1877-01-31,3.5561,0.02123506,17.3954553,23.8026773,7.742,,3.55,0.2817,0.2908,,1.032303869,0.0445,,,,,,-0.025446207,,
1877-02-28,3.3448,0.02008298,17.4656727,23.8820195,7.742,,3.34,0.2833,0.2817,,0.994352277,0.044408333,,,,,,-0.00159675,,
1877-03-31,3.1707,0.01914568,17.4309186,23.9616263,7.742,,3.17,0.285,0.2725,,0.956140351,0.044316667,,,,,,0.001124829,,
1877-04-30,2.9469,0.01790122,17.5990147,24.0315144,7.644,,2.94,0.2867,0.2633,,0.918381584,0.044225,,,,,,-0.004904571,,
1877-05-31,2.9469,0.018001765,17.7763311,24.0915932,7.742,,2.94,0.2883,0.2542,,0.88172043,0.044133333,,,,,,-0.000135158,,
1877-06-30,2.7355,0.016808835,17.3685032,24.1718985,7.644,,2.73,0.29,0.245,,0.844827586,0.044041667,,,,,,0.034749153,,
1877-07-31,2.8474,0.017589596,18.1137615,24.2423998,7.644,,2.85,0.2917,0.2358,,0.808364758,0.04395,,,,,,-0.032488803,,
1877-08-31,3.0463,0.018900145,17.9526588,24.3232078,7.546,,3.05,0.2933,0.2267,,0.772928742,0.043858333,,,,,,0.012075341,,
1877-09-30,3.2328,0.020137642,17.5139113,24.4042852,7.448,,3.24,0.295,0.2175,,0.737288136,0.043766667,,,,,,0.028523898,,
1877-10-31,3.3074,0.020681485,17.633337,24.4856328,7.448,,3.31,0.2967,0.2083,,0.702055949,0.043675,,,,,,-0.003520868,,
1877-11-30,3.2577,0.020449983,17.7302615,24.5672516,7.35,,3.26,0.2983,0.1992,,0.66778411,0.043583333,,,,,,0.001628739,,
1877-12-31,3.2453,0.020452443,17.6653567,24.6491424,7.252,,3.25,0.3,0.19,,0.633333333,0.043491667,,,,,,0.012749987,,
1878-01-31,3.2453,0.020536468,17.840148,24.7313062,7.252,,3.25,0.3008,0.1892,,0.628989362,0.0434,,,,,,-0.004145818,,
1878-02-28,3.1831,0.020229141,17.840148,24.8137439,7.252,,3.18,0.3017,0.1883,,0.62412993,0.0433,,,,,,0.006185078,,
1878-03-31,3.2328,0.020631624,17.7204154,24.8964564,7.154,,3.24,0.3025,0.1875,,0.619834711,0.0432,,,,,,0.012082339,,
1878-04-30,3.3323,0.021353823,17.7530732,24.9794446,7.056,,3.33,0.3033,0.1867,,0.61556215,0.0431,,,,,,0.00396832,,
1878-05-31,3.3448,0.02152109,18.0840732,25.0523013,6.958,,3.34,0.3042,0.1858,,0.61078238,0.043,,,,,,-0.010048218,,
1878-06-30,3.4194,0.022080651,17.8854732,25.1149321,6.86,,3.41,0.305,0.185,,0.606557377,0.0429,,,,,,0.022420052,,
1878-07-31,3.4815,0.022561095,17.9077593,25.1777194,6.958,,3.48,0.3058,0.1842,,0.60235448,0.0428,,,,,,0.004457735,,
1878-08-31,3.4442,0.02239973,17.941635,25.2511544,6.958,,3.45,0.3067,0.1833,,0.597652429,0.0427,,,,,,0.00043662,,
1878-09-30,3.5188,0.022972243,17.9523326,25.3353249,6.86,,3.52,0.3075,0.1825,,0.593495935,0.0426,,,,,,0.005430912,,
1878-10-31,3.4815,0.022816617,17.9973523,25.419776,6.86,,3.48,0.3083,0.1817,,0.589361012,0.0425,,,,,,0.005349865,,
1878-11-30,3.4691,0.022827809,18.0423727,25.5045086,6.86,,3.47,0.3092,0.1808,,0.584734799,0.0424,,,,,,0.006360914,,
1878-12-31,3.4442,0.022756503,18.0873931,25.5895236,6.762,,3.45,0.31,0.18,,0.580645161,0.0423,,,,,,0.004781857,,
1879-01-31,3.581,0.023757967,18.1328669,25.6534974,6.762,,3.58,0.3158,0.1817,,0.575364155,0.0422,,,,,,0.012665287,,
1879-02-28,3.7053,0.024677272,18.2010766,25.7176312,6.86,,3.71,0.3217,0.1833,,0.569785514,0.042033333,,,,,,0.014019341,,
1879-03-31,3.6556,0.024441829,18.1219533,25.7819252,6.86,,3.65,0.3275,0.185,,0.564885496,0.041866667,,,,,,0.00200571,,
1879-04-30,3.7675,0.02528552,18.4425732,25.8463801,6.762,,3.77,0.3333,0.1867,,0.560156016,0.0417,,,,,,-0.012520236,,
1879-05-31,3.9416,0.026555837,18.8679238,25.910996,6.762,,3.94,0.3392,0.1883,,0.555129717,0.041533333,,,,,,-0.007346652,,
1879-06-30,3.9789,0.026909006,18.7641125,25.9757735,6.86,,3.96,0.345,0.19,,0.550724638,0.041366667,,,,,,0.014632728,,
1879-07-31,4.0411,0.027432374,18.8114289,26.0407129,6.86,,4.04,0.3508,0.1917,,0.546465222,0.0412,,,,,,0.006417672,,
1879-08-31,4.0784,0.027790323,18.7761738,26.1058147,6.86,,4.07,0.3567,0.1933,,0.541911971,0.041033333,,,,,,0.007279666,,
1879-09-30,4.2276,0.028912842,18.915339,26.1710792,6.86,,4.22,0.3625,0.195,,0.537931034,0.040866667,,,,,,-0.01020169,,
1879-10-31,4.6876,0.032167813,19.1149116,26.2365069,7.056,,4.68,0.3683,0.1967,,0.534075482,0.0407,,,,,,-0.00439885,,
1879-11-30,4.9363,0.033986258,19.290123,26.3020982,7.154,,4.93,0.3742,0.1983,,0.529930518,0.040533333,,,,,,-0.002434162,,
1879-12-31,4.9239,0.034021232,19.4184865,26.3678535,7.252,,4.92,0.38,0.2,,0.526315789,0.040366667,,,,,,0.001617947,,
1880-01-31,5.1104,0.035433421,19.6550081,26.4337731,7.546,,5.11,0.3892,0.205,,0.52672148,0.0402,,,,,,-0.003421883,,
1880-02-29,5.2099,0.036248842,20.0807484,26.4998575,7.546,,5.2,0.3983,0.21,,0.527240773,0.039933333,,,,,,-0.011301315,,
1880-03-31,5.2969,0.036977008,20.234961,26.5661072,7.546,,5.3,0.4075,0.215,,0.527607362,0.039666667,,,,,,-0.001699118,,
1880-04-30,5.185,0.036323136,20.4498397,26.6325224,7.448,,5.18,0.4167,0.22,,0.527957763,0.0394,,,,,,-0.006805753,,
1880-05-31,4.7747,0.03358149,20.6408437,26.6991037,7.448,,4.77,0.4258,0.225,,0.528417097,0.039133333,,,,,,-0.003733777,,
1880-06-30,4.7871,0.033812355,20.8795987,26.7658515,7.35,,4.79,0.435,0.23,,0.528735632,0.038866667,,,,,,-0.003438227,,
1880-07-31,5.0109,0.035539691,20.9644173,26.8327661,7.35,,5.01,0.4442,0.235,,0.529040973,0.0386,,,,,,0.007472088,,
1880-08-31,5.1974,0.037010809,21.2053765,26.899848,7.35,,5.19,0.4533,0.24,,0.529450695,0.038333333,,,,,,-0.002572795,,
1880-09-30,5.185,0.037070198,21.1089928,26.9670977,7.448,,5.18,0.4625,0.245,,0.52972973,0.038066667,,,,,,0.012000891,,
1880-10-31,5.3342,0.038287228,20.9036956,27.0345154,7.448,,5.33,0.4717,0.25,,0.52999788,0.0378,,,,,,0.018199618,,
1880-11-30,5.6202,0.040494684,21.6206553,27.1021017,7.546,,5.61,0.4808,0.255,,0.530366057,0.037533333,,,,,,-0.020220453,,
1880-12-31,5.844,0.042262654,21.8521836,27.1698569,7.546,,5.84,0.49,0.26,,0.530612245,0.037266667,,,,,,-3.88E-05,,
1881-01-31,6.1921,0.044934909,22.1711871,27.2377816,7.546,,6.19,0.4858,0.265,18.4739523,0.545491972,0.037,,,,,,-0.006550789,,
1881-02-28,6.1673,0.044912328,22.2565817,27.305876,7.546,,6.17,0.4817,0.27,18.14725816,0.560514843,0.036933333,,,,,,-0.003635583,,
1881-03-31,6.2419,0.045609381,22.3429579,27.3741407,7.546,,6.24,0.4775,0.275,18.27011914,0.57591623,0.036866667,,,,,,-0.003466203,,
1881-04-30,6.2294,0.045673944,22.7509409,27.4425761,7.546,,6.22,0.4733,0.28,17.95010828,0.591590957,0.0368,,,,,,-0.012418828,,
1881-05-31,6.503,0.047836527,23.2094256,27.5111825,7.644,,6.5,0.4692,0.285,18.86971869,0.60741688,0.036733333,,,,,,-0.005279097,,
1881-06-30,6.5776,0.048548187,23.370836,27.5799605,7.644,,6.58,0.465,0.29,19.02871073,0.623655914,0.036666667,,,,,,0.003356302,,
1881-07-31,6.3538,0.047062838,23.0727715,27.6489104,7.644,,6.35,0.4608,0.295,18.11636719,0.640190972,0.0366,,,,,,0.016823453,,
1881-08-31,6.2046,0.04612239,23.1107266,27.7180327,7.742,,6.2,0.4567,0.3,17.28624355,0.656886359,0.036533333,,,,,,-0.000422709,,
1881-09-30,6.2543,0.046662696,23.3104909,27.7873277,7.742,,6.25,0.4525,0.305,16.72483665,0.674033149,0.036466667,,,,,,-0.01134053,,
1881-10-31,6.1548,0.04609139,23.3608644,27.8567961,7.938,,6.15,0.4483,0.31,16.26198941,0.691501227,0.0364,,,,,,-0.001642099,,
1881-11-30,6.1921,0.046543063,23.5240721,27.9264381,7.938,,6.19,0.4442,0.315,16.47864232,0.709140027,0.036333333,,,,,,-0.000436697,,
1881-12-31,6.0181,0.04542593,23.8021297,27.9962541,7.938,,6.01,0.44,0.32,15.95875421,0.727272727,0.036266667,,,,,,-0.009639221,,
1882-01-31,5.9186,0.044857677,23.9535216,28.0662448,7.84,,5.92,0.4392,0.32,15.67876416,0.72859745,0.0362,,,,,,-0.001386108,,
1882-02-28,5.7942,0.044099645,23.9799391,28.1364104,7.84,,5.79,0.4383,0.32,15.15386153,0.730093543,0.036208333,,,,,,0.000946943,,
1882-03-31,5.7818,0.044190457,24.1445402,28.2067514,7.938,,5.78,0.4375,0.32,15.0916703,0.731428571,0.036216667,,,,,,-0.004339262,,
1882-04-30,5.7818,0.044368692,24.3985542,28.2772683,8.036,,5.78,0.4367,0.32,14.91699717,0.732768491,0.036225,,,,,,-0.00175394,,
1882-05-31,5.7072,0.043980896,24.8083902,28.3479615,8.036,,5.71,0.4358,0.32,14.5671032,0.734281781,0.036233333,,,,,,-0.010105627,,
1882-06-30,5.6823,0.043978399,24.6803164,28.4188314,8.036,,5.68,0.435,0.32,14.32740489,0.735632184,0.036241667,,,,,,0.009278563,,
1882-07-31,6.0056,0.04667891,24.7195766,28.4898784,8.036,,6,0.4342,0.32,15.24055976,0.736987563,0.03625,,,,,,0.004402864,,
1882-08-31,6.1797,0.048227844,24.783633,28.5611032,8.134,,6.18,0.4333,0.32,15.52542933,0.738518348,0.036258333,,,,,,-0.000960563,,
1882-09-30,6.2419,0.048913398,24.7702018,28.6325059,7.938,,6.24,0.4325,0.32,16.08110662,0.739884393,0.036266667,,,,,,0.003399946,,
1882-10-31,6.0802,0.047851148,24.7837469,28.7040872,7.84,,6.07,0.4317,0.32,15.75558103,0.741255502,0.036275,,,,,,0.004874019,,
1882-11-30,5.8191,0.046001612,24.8358399,28.7758474,7.84,,5.81,0.4308,0.32,15.19267031,0.742804085,0.036283333,,,,,,0.000536971,,
1882-12-31,5.844,0.046407116,25.108807,28.847787,7.742,,5.84,0.43,0.32,15.38212833,0.744186047,0.036291667,,,,,,-0.006237192,,
1883-01-31,5.8191,0.046418868,25.0699366,28.9199065,7.742,,5.81,0.4275,0.3208,15.27025912,0.750409357,0.0363,,,,,,0.00930003,,
1883-02-28,5.6823,0.045540657,25.0699366,28.9922062,7.84,,5.68,0.425,0.3217,14.75759015,0.756941176,0.036291667,,,,,,0.001563508,,
1883-03-31,5.7569,0.046351927,25.1613368,29.0646868,7.84,,5.75,0.4225,0.3225,15.05125412,0.763313609,0.036283333,,,,,,-0.000665674,,
1883-04-30,5.8813,0.047568603,25.3869934,29.1373485,7.84,,5.87,0.42,0.3233,15.48206722,0.769761905,0.036275,,,,,,-0.002578358,,
1883-05-31,5.7694,0.046879363,25.3075366,29.2101919,7.742,,5.77,0.4175,0.3242,15.33549764,0.776526946,0.036266667,,,,,,0.007876495,,
1883-06-30,5.8315,0.047604293,25.3605078,29.2832173,7.742,,5.82,0.415,0.325,15.90338839,0.78313253,0.036258333,,,,,,0.002649445,,
1883-07-31,5.7321,0.047017076,25.3872171,29.3564254,7.644,,5.73,0.4125,0.3258,15.94878313,0.789818182,0.03625,,,,,,0.003608027,,
1883-08-31,5.471,0.045099802,25.4545231,29.4298164,7.644,,5.47,0.41,0.3267,15.19681088,0.796829268,0.036241667,,,,,,-0.001306073,,
1883-09-30,5.5331,0.045838638,25.734431,29.503391,7.644,,5.53,0.4075,0.3275,15.49469243,0.803680982,0.036233333,,,,,,-0.006923152,,
1883-10-31,5.3839,0.044832302,26.0705479,29.5771495,7.546,,5.38,0.405,0.3283,15.04805627,0.810617284,0.036225,,,,,,-0.007672876,,
1883-11-30,5.4585,0.045686832,26.3398718,29.6510923,7.546,,5.46,0.4025,0.3292,15.40821814,0.817888199,0.036216667,,,,,,-0.003020217,,
1883-12-31,5.3466,0.044973997,26.73093,29.7252201,7.546,,5.34,0.4,0.33,14.89640394,0.825,0.036208333,,,,,,-0.008495053,,
1884-01-31,5.185,0.043835284,26.8797187,29.7995331,7.644,,5.18,0.3925,0.3283,14.43282172,0.836433121,0.0362,,,,,,0.001538916,,
1884-02-29,5.3218,0.045213035,26.8808048,29.8740319,7.644,,5.32,0.385,0.3267,14.80596023,0.848571429,0.036116667,,,,,,0.008432716,,
1884-03-31,5.2969,0.045226122,27.0024423,29.948717,7.546,,5.3,0.3775,0.325,14.73602345,0.860927152,0.036033333,,,,,,0.00305226,,
1884-04-30,5.0855,0.043648378,27.0703229,30.0235888,7.546,,5.06,0.37,0.3233,14.35345368,0.873783784,0.03595,,,,,,0.004098194,,
1884-05-31,4.6503,0.040137276,26.4681519,30.0986478,7.448,,4.65,0.3625,0.3217,13.46505031,0.887448276,0.035866667,,,,,,0.01918415,,
1884-06-30,4.4638,0.038761306,26.1944378,30.1738944,7.448,,4.46,0.355,0.32,12.90687648,0.901408451,0.035783333,,,,,,0.005150926,,
1884-07-31,4.4638,0.038985153,26.402007,30.2493291,7.448,,4.46,0.3475,0.3183,13.04393159,0.915971223,0.0357,,,,,,-0.004715529,,
1884-08-31,4.7498,0.041708706,26.4991666,30.3249525,7.448,,4.74,0.34,0.3167,13.85981334,0.931470588,0.035616667,,,,,,0.007046168,,
1884-09-30,4.5881,0.040504339,26.6228242,30.4007648,7.448,,4.59,0.3325,0.315,13.56915474,0.947368421,0.035533333,,,,,,-0.00097489,,
1884-10-31,4.4389,0.039391609,26.9011545,30.4767667,7.35,,4.44,0.325,0.3133,13.27325132,0.964,0.03545,,,,,,-0.005598044,,
1884-11-30,4.3519,0.038825526,27.1928444,30.5529587,7.252,,4.35,0.3175,0.3117,13.3044376,0.981732283,0.035366667,,,,,,-0.006996245,,
1884-12-31,4.3395,0.038921056,27.3876754,30.6293411,7.252,,4.34,0.31,0.31,13.43229275,1,0.035283333,,,,,,0.000632373,,
1885-01-31,4.24,0.038223535,27.3461458,30.7059144,7.154,,4.24,0.3067,0.3042,13.12981743,0.991848712,0.0352,,,,,,0.01021025,,
1885-02-28,4.37,0.039590163,27.4303292,30.7826792,7.154,,4.37,0.3033,0.2983,13.38481759,0.983514672,0.035075,,,,,,0.004484062,,
1885-03-31,4.38,0.039875855,27.4864515,30.8596359,7.154,,4.38,0.3,0.2925,13.73419409,0.975,0.03495,,,,,,0.005716111,,
1885-04-30,4.37,0.039967161,27.5713276,30.936785,7.154,,4.37,0.2967,0.2867,13.54854854,0.966295922,0.034825,,,,,,0.002075418,,
1885-05-31,4.32,0.039692604,27.5996198,31.014127,7.252,,4.32,0.2933,0.2808,13.71137187,0.957381521,0.0347,,,,,,0.004747306,,
1885-06-30,4.3,0.039693217,27.7693731,31.0916623,7.154,,4.3,0.29,0.275,13.97878437,0.948275862,0.034575,,,,,,0.002717686,,
1885-07-31,4.46,0.041349264,27.9838793,31.162914,7.252,,4.46,0.2867,0.2692,14.32665878,0.938960586,0.03445,,,,,,-0.00085066,,
1885-08-31,4.71,0.043843536,28.0409287,31.2408213,7.252,,4.71,0.2833,0.2633,15.1304108,0.929403459,0.034325,,,,,,0.002784518,,
1885-09-30,4.65,0.043461766,28.11167,31.3189233,7.252,,4.65,0.28,0.2575,15.11628503,0.919642857,0.0342,,,,,,0.002836242,,
1885-10-31,4.92,0.046162013,28.3704925,31.3972207,7.252,,4.92,0.2767,0.2517,15.99102396,0.90964944,0.034075,,,,,,-0.0015253,,
1885-11-30,5.24,0.049336086,28.3566886,31.4757137,7.154,,5.24,0.2733,0.2458,16.8240345,0.899377973,0.03395,,,,,,0.007039788,,
1885-12-31,5.2,0.049131649,28.5292375,31.554403,7.154,,5.2,0.27,0.24,16.30447595,0.888888889,0.033825,,,,,,-0.000103608,,
1886-01-31,5.2,0.049304838,28.4130545,31.633289,7.154,,5.2,0.275,0.2383,16.69231747,0.866545455,0.0337,,,,,,0.014253842,,
1886-02-28,5.3,0.050425962,29.1680294,31.7123722,7.056,,5.3,0.28,0.2367,17.00664826,0.845357143,0.033825,,,,,,-0.016370315,,
1886-03-31,5.19,0.049550156,29.36982,31.7916531,7.056,,5.19,0.285,0.235,16.8432661,0.824561404,0.03395,,,,,,-0.001868031,,
1886-04-30,5.12,0.049050085,29.5019104,31.8711323,7.056,,5.12,0.29,0.2333,16.80171613,0.804482759,0.034075,,,,,,-0.001644541,,
1886-05-31,5.02,0.048264004,29.4574904,31.9508101,7.056,,5.02,0.295,0.2317,16.86319552,0.785423729,0.0342,,,,,,0.00561597,,
1886-06-30,5.25,0.050635142,29.6188052,32.0306871,7.056,,5.25,0.3,0.23,17.83149406,0.766666667,0.034325,,,,,,0.001209215,,
