date,SP_PI,SP_RI,TR10Y_RI,TR3M_RI,CPI,INF_EXP,SP,E,D,CAPE,PAY,10Y,3M,CORP,B2P,NTIS,BAA_AAA,CORP_RTN,CAY_PCT,SENT
3/31/1902,8.2,0.1474095,51.9055252,47.9166516,7.742,,8.2,0.5325,0.3225,22.41065229,0.605633803,0.032,,,,,,0.003330362,,
4/30/1902,8.48,0.1528928,51.8591396,48.0364432,7.742,,8.48,0.5433,0.3233,22.8231087,0.595067182,0.0321,,,,,,0.00471114,,
5/31/1902,8.46,0.1529643,52.1394612,48.1565343,7.742,,8.46,0.5542,0.3242,22.42795449,0.584987369,0.0322,,,,,,-0.003304263,,
6/30/1902,8.41,0.1525101,50.6911428,48.2769256,7.742,,8.41,0.565,0.325,21.9637423,0.575221239,0.0323,,,,,,0.029808667,,
7/31/1902,8.6,0.1564144,49.3829843,48.3976179,7.84,,8.6,0.5758,0.3258,22.38568659,0.565821466,0.0324,,,,,,0.027767941,,
8/31/1902,8.83,0.161062,49.8066716,48.518612,7.84,,8.83,0.5867,0.3267,23.16867183,0.556843361,0.0325,,,,,,-0.006605378,,
9/30/1902,8.85,0.1618976,51.595569,48.6399085,7.84,,8.85,0.5975,0.3275,22.85656638,0.548117155,0.0326,,,,,,-0.033929821,,
10/31/1902,8.57,0.1572458,51.8780265,48.7615083,7.84,,8.57,0.6083,0.3283,20.6044254,0.539700806,0.0327,,,,,,-0.005016768,,
11/30/1902,8.24,0.1516545,51.7831868,48.8834121,7.84,,8.24,0.6192,0.3292,20.40854126,0.531653747,0.0328,,,,,,0.004344121,,
12/31/1902,8.05,0.1486317,51.4038228,49.0056206,7.84,,8.05,0.63,0.33,19.63323213,0.523809524,0.0329,,,,,,0.008794214,,
1/31/1903,8.46,0.1566834,51.4038228,49.1281346,7.938,,8.46,0.6217,0.3317,20.31813205,0.533537076,0.033,,,,,,0.004086507,,
2/28/1903,8.41,0.1562428,51.9770982,49.250955,7.938,,8.41,0.6133,0.3333,20.10705152,0.543453449,0.033083333,,,,,,-0.009024683,,
3/31/1903,8.08,0.1505986,52.4548289,49.3740824,7.938,,8.08,0.605,0.335,19.88456038,0.553719008,0.033166667,,,,,,-0.00964488,,
4/30/1903,7.75,0.144933,51.6904598,49.4975176,7.938,,7.75,0.5967,0.3367,18.9800226,0.564270153,0.03325,,,,,,0.015210874,,
5/31/1903,7.6,0.142617,52.4364558,49.6212614,7.84,,7.6,0.5883,0.3383,18.95485872,0.575046745,0.033333333,,,,,,-0.009464254,,
6/30/1903,7.18,0.1352397,52.0754889,49.7453145,7.84,,7.18,0.58,0.34,17.81855172,0.586206897,0.033416667,,,,,,0.007534138,,
7/31/1903,6.95,0.1314235,51.6904575,49.8696778,7.84,,6.85,0.5717,0.3417,16.91817841,0.597691097,0.0335,,,,,,0.007021492,,
8/31/1903,6.63,0.1258853,52.0783796,49.994352,7.84,,6.63,0.5633,0.3433,16.29911879,0.609444346,0.033583333,,,,,,-0.007755432,,
9/30/1903,6.47,0.1233613,52.3935653,50.1193379,7.84,,6.47,0.555,0.345,15.65435912,0.621621622,0.033666667,,,,,,-0.002866137,,
10/31/1903,6.26,0.1198725,52.4663004,50.2446362,7.84,,6.26,0.5467,0.3467,15.25294383,0.634168648,0.03375,,,,,,0.005617653,,
11/30/1903,6.28,0.1207756,52.5151529,50.3702478,7.84,,6.28,0.5383,0.3483,15.40787753,0.647036968,0.033833333,,,,,,0.005226174,,
12/31/1903,6.57,0.126834,52.4663016,50.4961734,7.84,,6.57,0.53,0.35,16.04289414,0.660377358,0.033916667,,,,,,0.003729034,,
1/31/1904,6.68,0.1294239,52.368599,50.6224139,7.938,,6.68,0.5267,0.3467,15.86183391,0.658249478,0.034,,,,,,0.006208971,,
2/29/1904,6.5,0.1264056,52.2701641,50.7489699,7.938,,6.5,0.5233,0.3433,15.02149838,0.656029046,0.034066667,,,,,,0.004512063,,
3/31/1904,6.48,0.1264881,52.3686013,50.8758423,7.938,,6.48,0.52,0.34,15.08193018,0.653846154,0.034133333,,,,,,0.000513566,,
4/30/1904,6.64,0.1300855,52.3193827,51.0030319,7.938,,6.64,0.5167,0.3367,15.56549061,0.651635378,0.0342,,,,,,0.006269268,,
5/31/1904,6.5,0.1278202,52.51775,51.1305395,7.938,,6.5,0.5133,0.3333,15.5258209,0.649327878,0.034266667,,,,,,0.000868083,,
6/30/1904,6.51,0.1284937,52.6665255,51.2583659,7.938,,6.51,0.51,0.33,15.47443364,0.647058824,0.034333333,,,,,,0.00246432,,
7/31/1904,6.78,0.1343059,52.5673418,51.3865118,7.938,,6.78,0.5067,0.3267,16.03640163,0.644760213,0.0344,,,,,,0.008382848,,
8/31/1904,7.01,0.1393468,52.5673422,51.5149781,7.938,,7.01,0.5033,0.3233,16.30465198,0.642360421,0.034466667,,,,,,0.004269718,,
9/30/1904,7.32,0.1459953,52.717249,51.6437655,7.938,,7.32,0.5,0.32,16.74260005,0.64,0.034533333,,,,,,0.000188703,,
10/31/1904,7.75,0.1550585,52.717249,51.7728749,7.938,,7.75,0.4967,0.3167,17.63319737,0.637608214,0.0346,,,,,,0.003936996,,
11/30/1904,8.17,0.1639493,52.7172504,51.9023071,7.938,,8.17,0.4933,0.3133,18.07620022,0.63511048,0.034666667,,,,,,0.004093057,,
12/31/1904,8.25,0.1660472,52.7424257,52.0320629,7.938,,8.25,0.49,0.31,18.15967912,0.632653061,0.034733333,,,,,,0.003688674,,
1/31/1905,8.43,0.170172,52.7676011,52.162143,7.938,,8.43,0.505,0.3117,18.45985203,0.617227723,0.0348,,,,,,0.005227483,,
2/28/1905,8.8,0.1781561,53.173504,52.2925484,7.938,,8.8,0.52,0.3133,19.16899638,0.6025,0.034758333,,,,,,-0.00364111,,
3/31/1905,9.05,0.1837319,53.9853132,52.4232798,7.938,,9.05,0.535,0.315,19.83150607,0.588785047,0.034716667,,,,,,-0.012932264,,
4/30/1905,8.94,0.182016,53.9853132,52.554338,8.036,,8.94,0.55,0.3167,19.48292752,0.575818182,0.034675,,,,,,0.002669241,,
5/31/1905,8.5,0.1735754,54.0875592,52.6857238,8.036,,8.5,0.565,0.3183,18.62948751,0.563362832,0.034633333,,,,,,0.000862436,,
6/30/1905,8.6,0.1761297,54.3942939,52.8174381,7.938,,8.6,0.58,0.32,18.73586239,0.551724138,0.034591667,,,,,,-0.002015255,,
7/31/1905,8.87,0.1821741,54.3942939,52.9494817,8.036,,8.87,0.595,0.3217,19.20588331,0.540672269,0.03455,,,,,,0.004221369,,
8/31/1905,9.2,0.1894792,54.9608995,53.0818554,8.036,,9.2,0.61,0.3233,19.57330843,0.53,0.034508333,,,,,,-0.007425595,,
9/30/1905,9.23,0.1906293,55.4244872,53.2145601,8.036,,9.23,0.625,0.325,19.74349242,0.52,0.034466667,,,,,,-0.005278687,,
10/31/1905,9.36,0.1938571,55.4244872,53.3475964,8.036,,9.36,0.64,0.3267,19.89739481,0.51046875,0.034425,,,,,,0.003157011,,
11/30/1905,9.31,0.1933663,55.2428513,53.4809654,8.134,,9.31,0.655,0.3283,19.44352569,0.501221374,0.034383333,,,,,,0.004485648,,
12/31/1905,9.54,0.1986899,54.1789917,53.6146679,8.134,,9.54,0.67,0.33,19.57796081,0.492537313,0.034341667,,,,,,0.021762146,,
1/31/1906,9.87,0.2061144,54.2827829,53.7487045,8.134,,9.87,0.6775,0.3358,20.13240226,0.495645756,0.0343,,,,,,0.002108339,,
2/28/1906,9.8,0.2052171,54.3873733,53.8830763,8.232,,9.8,0.685,0.3417,19.86675256,0.498832117,0.0345,,,,,,-0.000291146,,
3/31/1906,9.56,0.2007769,54.4919644,54.017784,8.232,,9.56,0.6925,0.3475,19.25945302,0.501805054,0.0347,,,,,,-0.001405225,,
4/30/1906,9.43,0.1986309,55.0672154,54.1528284,8.33,,9.43,0.7,0.3533,18.876205,0.504714286,0.0349,,,,,,-0.008874767,,
5/31/1906,9.18,0.1939515,54.9091256,54.2882105,8.33,,9.18,0.7075,0.3592,18.05404446,0.50770318,0.0351,,,,,,0.004813032,,
6/30/1906,9.3,0.1970714,54.6456461,54.423931,8.33,,9.3,0.715,0.365,18.17266638,0.51048951,0.0353,,,,,,0.009190463,,
7/31/1906,9.06,0.1925744,54.698342,54.5599909,8.33,,9.06,0.7225,0.3708,18.19520014,0.513217993,0.0355,,,,,,0.001143438,,
8/31/1906,9.73,0.2073947,55.4152612,54.6963908,8.33,,9.73,0.73,0.3767,18.96725148,0.516027397,0.0357,,,,,,-0.011553594,,
9/30/1906,10.03,0.2144092,55.6807872,54.8331318,8.428,,10.03,0.7375,0.3825,19.20099368,0.518644068,0.0359,,,,,,-0.003786268,,
10/31/1906,9.97,0.2137571,55.6011294,54.9702147,8.428,,9.73,0.745,0.3883,18.09538091,0.521208054,0.0361,,,,,,0.005703541,,
11/30/1906,9.93,0.2135435,55.9757264,55.1076402,8.526,,9.93,0.7525,0.3942,18.14185165,0.523853821,0.0363,,,,,,-0.002798181,,
12/31/1906,9.84,0.2122817,55.9222123,55.2454093,8.526,,9.84,0.76,0.4,17.66000367,0.526315789,0.0365,,,,,,0.00302357,,
1/31/1907,9.56,0.2069234,55.4405856,55.3835228,8.624,,9.56,0.7517,0.4033,17.21891385,0.536517228,0.0367,,,,,,0.011098763,,
2/28/1907,9.26,0.2011232,55.8180977,55.5219816,8.624,,9.26,0.7433,0.4067,16.21707129,0.547154581,0.036866667,,,,,,-0.005285566,,
3/31/1907,8.35,0.1820944,56.3034725,55.6607866,8.624,,8.35,0.735,0.41,14.68754526,0.557823129,0.037033333,,,,,,-0.011027267,,
4/30/1907,8.39,0.1837092,56.357403,55.7999385,8.624,,8.39,0.7267,0.4133,14.66970991,0.568735379,0.0372,,,,,,0.002507981,,
5/31/1907,8.1,0.1780983,56.4117506,55.9394384,8.722,,8.1,0.7183,0.4167,13.79010715,0.580119727,0.037366667,,,,,,0.000721048,,
6/30/1907,7.84,0.1731315,56.0313245,56.079287,8.722,,7.84,0.71,0.42,13.14426995,0.591549296,0.037533333,,,,,,0.006026913,,
7/31/1907,8.14,0.1805173,56.0313245,56.2194852,8.722,,8.14,0.7017,0.4233,13.58500736,0.603249252,0.0377,,,,,,0.003689375,,
8/31/1907,7.53,0.1677467,55.6479227,56.3600339,8.722,,7.53,0.6933,0.4267,12.5134716,0.615462282,0.037866667,,,,,,0.005928886,,
9/30/1907,7.45,0.1667404,54.9906637,56.500934,8.82,,7.45,0.685,0.43,12.32856966,0.627737226,0.038033333,,,,,,0.011027014,,
10/31/1907,6.64,0.1493942,54.6620343,56.6421863,8.82,,6.64,0.6767,0.4333,10.83184015,0.640313285,0.0382,,,,,,0.003233033,,
11/30/1907,6.25,0.141386,53.6681802,56.7837918,8.82,,6.25,0.6683,0.4367,10.59117756,0.65344905,0.038366667,,,,,,0.008173853,,
12/31/1907,6.57,0.1493841,52.34304,56.9257513,8.82,,6.57,0.66,0.44,11.33330624,0.666666667,0.038533333,,,,,,0.037908468,,
1/31/1908,6.85,0.1565138,52.34304,57.0680657,8.82,,6.85,0.6533,0.4367,11.90296863,0.668452472,0.0387,,,,,,0.01656813,,
2/29/1908,6.6,0.1515581,53.0112478,57.2107358,8.722,,6.6,0.6467,0.4333,11.5548463,0.670017009,0.038608333,,,,,,-0.008036826,,
3/31/1908,6.87,0.158497,54.0692454,57.3537627,8.722,,6.87,0.64,0.43,11.98466266,0.671875,0.038516667,,,,,,-0.019036853,,
4/30/1908,7.24,0.1677766,54.9045066,57.4971471,8.722,,7.24,0.6333,0.4267,12.44888916,0.673772304,0.038425,,,,,,-0.00924552,,
5/31/1908,7.63,0.177551,55.3536223,57.6408899,8.722,,7.63,0.6267,0.4233,13.07845136,0.675442796,0.038333333,,,,,,-0.001191604,,
6/30/1908,7.64,0.1785185,54.8483661,57.7849922,8.722,,7.64,0.62,0.42,13.05168413,0.677419355,0.038241667,,,,,,0.013164148,,
7/31/1908,7.92,0.1858029,54.7922265,57.9294546,8.722,,7.92,0.6133,0.4167,13.3454871,0.6794391,0.03815,,,,,,0.006594411,,
8/31/1908,8.26,0.1945253,55.0186408,58.0742783,8.722,,8.26,0.6067,0.4133,13.8842329,0.681226306,0.038058333,,,,,,0.003042613,,
9/30/1908,8.17,0.193153,54.7922267,58.219464,8.722,,8.17,0.6,0.41,13.70144227,0.683333333,0.037966667,,,,,,0.010360692,,
10/31/1908,8.27,0.1962862,54.7922267,58.3650126,8.82,,8.27,0.5933,0.4067,13.69081036,0.685487949,0.037875,,,,,,0.004350897,,
11/30/1908,8.83,0.2103496,55.1632136,58.5109252,8.22,,8.83,0.5867,0.4033,14.43501409,0.687404125,0.037783333,,,,,,-0.000235805,,
12/31/1908,9.03,0.2158794,55.2488264,58.6572025,8.22,,9.03,0.58,0.4,14.58248291,0.689655172,0.037691667,,,,,,0.003408261,,
1/31/1909,9.06,0.2173836,55.2488264,58.8038455,8.82,,9.06,0.595,0.4033,14.76441846,0.677815126,0.0376,,,,,,0.005432467,,
2/28/1909,8.8,0.2119388,55.7092342,58.9508551,8.82,,8.8,0.61,0.4067,14.16715752,0.666721311,0.037725,,,,,,-0.002758334,,
3/31/1909,8.92,0.2156291,55.7092342,59.0982322,8.918,,8.92,0.625,0.41,14.33605838,0.656,0.03785,,,,,,0.002466865,,
4/30/1909,9.32,0.2261078,55.7092342,59.2459778,8.918,,9.32,0.64,0.4133,14.6451986,0.64578125,0.037975,,,,,,0.003043802,,
5/31/1909,9.63,0.2344423,56.1734758,59.3940928,9.016,,9.63,0.655,0.4167,14.95350979,0.636183206,0.0381,,,,,,-0.004555815,,
6/30/1909,9.8,0.2394061,56.1734758,59.542578,9.016,,9.8,0.67,0.42,15.04044468,0.626865672,0.038225,,,,,,0.001989079,,
7/31/1909,9.94,0.2436599,55.8252931,59.6914344,9.114,,9.94,0.685,0.4233,15.23150324,0.617956204,0.03835,,,,,,0.010066935,,
8/31/1909,10.18,0.250381,55.5327061,59.840663,9.114,,10.18,0.7,0.4267,15.41758071,0.609571429,0.038475,,,,,,0.007725748,,
9/30/1909,10.19,0.2514833,55.0645695,59.9902647,9.212,,10.19,0.715,0.43,15.25444644,0.601398601,0.0386,,,,,,0.010194824,,
10/31/1909,10.23,0.253331,55.1230866,60.1402403,9.212,,10.23,0.73,0.4333,14.9888453,0.593561644,0.038725,,,,,,0.00120514,,
11/30/1909,10.18,0.2529562,54.9755422,60.2905909,9.31,,10.18,0.745,0.4367,14.74563118,0.586174497,0.03885,,,,,,0.004956365,,
12/31/1909,10.3,0.2568274,54.7689781,60.4413174,9.31,,10.3,0.76,0.44,14.75063849,0.578947368,0.038975,,,,,,0.006777965,,
1/31/1910,10.08,0.2522215,54.4148684,60.5924207,9.408,,10.08,0.7575,0.4425,14.54788504,0.584158416,0.0391,,,,,,0.009895516,,
2/28/1910,9.72,0.2441013,54.8911483,60.7439018,9.408,,9.72,0.755,0.445,14.0020379,0.589403974,0.039158333,,,,,,-0.005727975,,
3/31/1910,9.96,0.251031,54.6530088,60.8957615,9.408,,9.96,0.7525,0.4475,14.05000697,0.594684385,0.039216667,,,,,,0.006233858,,
4/30/1910,9.72,0.2458844,54.6530088,61.0480009,9.408,,9.72,0.75,0.45,13.55988362,0.6,0.039275,,,,,,-2.74E-05,,
5/31/1910,9.56,0.2427438,55.0133597,61.2006209,9.31,,9.56,0.7475,0.4525,13.56879229,0.605351171,0.039333333,,,,,,-0.004564113,,
6/30/1910,9.1,0.2319957,55.1334762,61.3536225,9.31,,9.1,0.745,0.455,13.0196573,0.610738255,0.039391667,,,,,,-5.79E-05,,
7/31/1910,8.64,0.2212082,55.1635053,61.5070065,9.408,,8.64,0.7425,0.4575,12.34258126,0.616161616,0.03945,,,,,,0.001191377,,
8/31/1910,8.85,0.2275308,55.7390729,61.6607741,9.408,,8.85,0.74,0.46,12.74505515,0.621621622,0.039508333,,,,,,-0.006252893,,
9/30/1910,8.91,0.2300412,55.9814167,61.814926,9.408,,8.91,0.7375,0.4625,12.9371611,0.627118644,0.039566667,,,,,,0.003153767,,
10/31/1910,9.32,0.2416013,55.9814167,61.9694633,9.408,,9.32,0.735,0.465,13.91886666,0.632653061,0.039625,,,,,,0.005512935,,
11/30/1910,9.31,0.2423215,56.4703354,62.124387,9.408,,9.31,0.7325,0.4675,14.16452318,0.638225256,0.039683333,,,,,,-0.00761479,,
12/31/1910,9.05,0.2365415,56.3481052,62.2796979,9.31,,9.05,0.73,0.47,13.74147842,0.643835616,0.039741667,,,,,,0.005896651,,
1/31/1911,9.27,0.2433134,56.3481052,62.4353972,9.31,,9.27,0.7183,0.47,14.04921518,0.654322706,0.0398,,,,,,0.004296914,,
2/28/1911,9.43,0.2485381,57.3961561,62.5914857,9.31,,9.43,0.7067,0.47,14.72148847,0.665062969,0.039825,,,,,,-0.015364201,,
3/31/1911,9.32,0.2466379,57.3961561,62.7479644,9.31,,9.32,0.695,0.47,14.37062322,0.676258993,0.03985,,,,,,0.002347678,,
4/30/1911,9.28,0.2465801,57.1803811,62.9048343,9.31,,9.28,0.6833,0.47,14.75293542,0.687838431,0.039875,,,,,,0.007656884,,
5/31/1911,9.48,0.252904,56.8383571,63.0620964,9.31,,9.48,0.6717,0.47,15.04766059,0.699717136,0.0399,,,,,,0.010523268,,
6/30/1911,9.67,0.2589831,57.0249162,63.2197516,9.31,,9.67,0.66,0.47,15.32835568,0.712121212,0.039925,,,,,,-0.000533447,,
7/31/1911,9.63,0.258922,57.0249162,63.377801,9.408,,9.63,0.6483,0.47,15.08311058,0.724973006,0.03995,,,,,,0.003080155,,
8/31/1911,9.17,0.2475689,57.1503832,63.5362455,9.408,,9.17,0.6367,0.47,13.89979067,0.738181247,0.039975,,,,,,0.000236835,,
9/30/1911,8.67,0.2350863,57.0876495,63.6950861,9.506,,8.67,0.625,0.47,12.99795398,0.752,0.04,,,,,,0.003222364,,
10/31/1911,8.72,0.2374588,57.0876495,63.8543238,9.506,,8.72,0.6133,0.47,13.06647285,0.766345997,0.040025,,,,,,0.004161999,,
11/30/1911,9.07,0.2480107,57.4673891,64.0139596,9.506,,9.07,0.6017,0.47,13.72799759,0.78112016,0.04005,,,,,,-0.001442556,,
12/31/1911,9.11,0.250132,57.404099,64.1739945,9.506,,9.11,0.59,0.47,13.92925842,0.796610169,0.040075,,,,,,0.004024641,,
1/31/1912,9.12,0.2514166,57.4673891,64.3344295,9.702,,9.12,0.5992,0.4708,13.79495263,0.785714286,0.0401,,,,,,0.003041333,,
2/29/1912,9.04,0.2502329,58.105915,64.4952656,9.702,,9.04,0.6083,0.4717,13.53163437,0.77543975,0.040466667,,,,,,-0.006892776,,
3/31/1912,9.3,0.2584832,58.297473,64.6565038,9.702,,9.3,0.6175,0.4725,13.63976917,0.765182186,0.040833333,,,,,,-0.001190797,,
4/30/1912,9.59,0.2676029,58.5209573,64.818145,9.702,,9.59,0.6267,0.4733,13.65439269,0.755225786,0.0412,,,,,,-0.001066129,,
5/31/1912,9.56,0.2678306,59.0040679,64.9801904,9.8,,9.58,0.6358,0.4742,13.64550069,0.745832023,0.041566667,,,,,,-0.005237648,,
6/30/1912,9.58,0.2694578,58.875238,65.1426409,9.702,,9.58,0.645,0.475,13.7854174,0.736434109,0.041933333,,,,,,0.004559111,,
7/31/1912,9.59,0.270809,58.875238,65.3054975,9.702,,9.59,0.6542,0.4758,13.80287665,0.72730052,0.0423,,,,,,0.002710984,,
8/31/1912,9.81,0.2780904,59.1351744,65.4687612,9.702,,9.81,0.6633,0.4767,13.98476176,0.718679331,0.042666667,,,,,,-0.002746019,,
9/30/1912,9.86,0.2805722,59.2651418,65.6324331,9.8,,9.86,0.6725,0.4775,13.926285,0.710037175,0.043033333,,,,,,-0.000428282,,
10/31/1912,9.84,0.2810765,59.23265,65.7965142,9.8,,9.84,0.6817,0.4783,13.9050927,0.701628282,0.0434,,,,,,0.004356745,,
11/30/1912,9.73,0.2790114,59.7899023,65.9610055,9.8,,9.73,0.6908,0.4792,13.74954102,0.693688477,0.043766667,,,,,,-0.00576364,,
12/31/1912,9.38,0.2700621,59.7243432,66.125908,9.8,,9.38,0.7,0.48,13.38899945,0.685714286,0.044133333,,,,,,0.003365873,,
1/31/1913,9.3,0.2688454,59.7243432,66.2912228,9.8,,9.3,0.6942,0.48,13.14808879,0.691443388,0.0445,,,,,,0.004789653,,
2/28/1913,8.97,0.2603732,60.3526714,66.4569508,9.8,,8.97,0.6883,0.48,12.68296052,0.697370333,0.044258333,,,,,,-0.008250237,,
3/31/1913,8.8,0.2565306,60.2534615,66.6230932,9.8,,8.8,0.6825,0.48,12.44345352,0.703296703,0.044016667,,,,,,-0.000420956,,
4/30/1913,8.79,0.2573345,60.0550418,66.7896509,9.8,,8.79,0.6767,0.48,12.43306708,0.709324664,0.043775,,,,,,0.002818231,,
5/31/1913,8.55,0.2514118,60.9892319,66.956625,9.7,,8.55,0.6708,0.48,12.22140106,0.715563506,0.043533333,,,,,,-0.015984936,,
6/30/1913,8.12,0.2398899,60.8557763,67.1240166,9.8,,8.12,0.665,0.48,11.49196285,0.721804511,0.043291667,,,,,,0.002045143,,
7/31/1913,8.23,0.2442722,59.3877641,67.2918267,9.9,,8.23,0.6592,0.48,11.5340228,0.72815534,0.04305,,,,,,0.028044042,,
8/31/1913,8.45,0.2519369,59.6570945,67.4600562,9.9,,8.45,0.6533,0.48,11.84684054,0.734731364,0.042808333,,,,,,0.002696636,,
9/30/1913,8.53,0.2554602,59.3877623,67.6287064,10,,8.53,0.6475,0.48,11.84331683,0.741312741,0.042566667,,,,,,0.011469782,,
10/31/1913,8.26,0.2484708,58.9500974,67.7977781,10,,8.26,0.6417,0.48,11.47149024,0.74801309,0.042325,,,,,,0.008077889,,
11/30/1913,8.05,0.243304,60.2072466,67.9672726,10.1,,8.05,0.6358,0.48,11.07253785,0.754954388,0.042083333,,,,,,-0.022191042,,
12/31/1913,8.04,0.2440912,60.7508786,68.1371908,10,,8.04,0.63,0.48,11.17404087,0.761904762,0.041841667,,,,,,-0.006228478,,
1/31/1914,8.37,0.2551919,61.2945107,68.3075337,10,,8.37,0.6208,0.475,11.63609211,0.765141753,0.0416,,,,,,0.001462848,,
2/28/1914,8.48,0.2596424,62.0144137,68.4783026,9.9,,8.48,0.6117,0.47,11.91023388,0.768350499,0.041666667,,,,,,-0.002531763,,
3/31/1914,8.32,0.2558261,61.7058843,68.6494983,9.9,,8.32,0.6025,0.465,11.68552602,0.771784232,0.041733333,,,,,,0.006852821,,
4/30/1914,8.12,0.2507584,61.2259496,68.8211221,9.8,,8.12,0.5933,0.46,11.52266254,0.775324456,0.0418,,,,,,0.011448611,,
5/31/1914,8.17,0.2533874,61.7102208,68.9931749,9.9,,8.17,0.5842,0.455,11.47900869,0.778842862,0.041866667,,,,,,-0.00431947,,
6/30/1914,8.13,0.2532121,61.5026753,69.1656578,9.9,,8.13,0.575,0.45,11.42871517,0.782608696,0.041933333,,,,,,0.008004225,,
7/31/1914,7.68,0.2402571,61.1567659,69.338572,10,,7.68,0.5658,0.445,10.69434518,0.786496995,0.042,,,,,,0.005499454,,
8/31/1914,7.01,0.2202694,61.1567659,69.5119184,10.2,,7.68,0.5567,0.44,10.49204627,0.790371834,0.042066667,,,,,,-0.00104655,,
9/30/1914,7.01,0.2212459,61.7152738,69.6856982,10.2,,7.68,0.5475,0.435,10.5004973,0.794520548,0.042133333,,,,,,-0.005382398,,
10/31/1914,6.628,0.2101169,61.7152738,69.8599124,10.1,,7.68,0.5383,0.43,10.61275947,0.798811072,0.0422,,,,,,-0.004273964,,
11/30/1914,6.883,0.2191681,62.2788824,70.0345622,10.2,,7.68,0.5292,0.425,10.51691764,0.803099017,0.042266667,,,,,,-0.005299067,,
12/31/1914,7.35,0.2351109,61.8561751,70.2096486,10.1,,7.35,0.52,0.42,10.17221799,0.807692308,0.042333333,,,,,,0.006044169,,
1/31/1915,7.48,0.240384,61.9970775,70.3851727,10.1,,7.48,0.55,0.4208,10.3598342,0.765090909,0.0424,,,,,,0.00660517,,
2/28/1915,7.38,0.2382909,62.5658597,70.5611357,10,,7.38,0.58,0.4217,10.32978621,0.727068966,0.042241667,,,,,,-0.00494922,,
3/31/1915,7.57,0.2455257,63.0635427,70.7375385,9.9,,7.57,0.61,0.4225,10.70701319,0.692622951,0.042083333,,,,,,-0.006817253,,
4/30/1915,8.14,0.2651197,63.2768353,70.9143823,10,,8.14,0.64,0.4233,11.40112379,0.66140625,0.041925,,,,,,0.003960446,,
5/31/1915,7.95,0.2600448,63.7072895,71.0916683,10.1,,7.95,0.67,0.4242,11.02692988,0.633134328,0.041766667,,,,,,-0.003856677,,
6/30/1915,8.04,0.2641042,63.5279334,71.2693975,10.1,,8.04,0.7,0.425,11.15426219,0.607142857,0.041608333,,,,,,0.003795654,,
7/31/1915,8.01,0.2642173,62.7746377,71.447571,10.1,,8.01,0.73,0.4258,11.11362939,0.583287671,0.04145,,,,,,0.010192513,,
8/31/1915,8.35,0.2765434,64.0055114,71.6261899,10.1,,8.35,0.76,0.4267,11.58483164,0.561447368,0.041291667,,,,,,-0.018534613,,
9/30/1915,8.66,0.2879241,63.5710848,71.8052554,10.1,,8.66,0.79,0.4275,12.01157076,0.541139241,0.041133333,,,,,,0.009547232,,
10/31/1915,9.14,0.3049997,63.3538715,71.9847685,10.2,,9.14,0.82,0.4283,12.54907613,0.522317073,0.040975,,,,,,0.015389691,,
11/30/1915,9.46,0.3167934,64.1576705,72.1497336,10.3,,9.46,0.85,0.4292,12.85771445,0.504941176,0.040816667,,,,,,0.002334172,,
12/31/1915,9.48,0.3186061,64.6691781,72.3301079,10.3,,9.48,0.88,0.43,12.8784446,0.488636364,0.040658333,,,,,,-0.003026842,,
1/31/1916,9.33,0.3147355,64.5230331,72.5109332,10.4,,9.33,0.9342,0.4408,12.54356369,0.47184757,0.0405,,,,,,0.007272887,,
2/29/1916,9.2,0.3115242,65.7766247,72.6922105,10.4,,9.2,0.9883,0.4517,12.35465233,0.457047455,0.04065,,,,,,-0.014746292,,
3/31/1916,9.17,0.311841,66.0715871,72.8739411,10.5,,9.17,1.042,0.4625,12.1770528,0.443857965,0.0408,,,,,,-0.002032579,,
4/30/1916,9.07,0.3097769,65.9241059,73.0561259,10.6,,9.07,1.097,0.4733,11.90648178,0.431449407,0.04095,,,,,,0.004459975,,
5/31/1916,9.27,0.3179533,66.6681718,73.2387662,10.7,,9.27,1.151,0.4842,12.02625667,0.420677672,0.0411,,,,,,-0.008409227,,
6/30/1916,9.36,0.3225009,66.1101235,73.4218631,10.8,,9.36,1.205,0.495,11.99596122,0.410788382,0.04125,,,,,,0.011653369,,
7/31/1916,9.23,0.3195085,65.7008881,73.6054178,10.8,,9.23,1.259,0.5058,11.79116528,0.401747419,0.0414,,,,,,0.008844559,,
8/31/1916,9.3,0.3234394,66.4517572,73.7894314,10.9,,9.3,1.313,0.5167,11.73208264,0.393526276,0.04155,,,,,,-0.009237076,,
9/30/1916,9.68,0.3381982,66.6019306,73.9739049,11.1,,9.68,1.368,0.5275,11.94455242,0.385599415,0.0417,,,,,,0.002562341,,
10/31/1916,9.98,0.3502428,66.6019306,74.1588397,11.3,,9.98,1.422,0.5383,12.04574176,0.378551336,0.04185,,,,,,0.008389445,,
11/30/1916,10.21,0.3598851,66.8292427,74.3442368,11.5,,10.21,1.476,0.5492,12.0532304,0.372086721,0.042,,,,,,0.003338702,,
12/31/1916,9.8,0.3470828,67.1323232,74.5300974,11.6,,9.8,1.53,0.56,11.41355919,0.366013072,0.04215,,,,,,-0.000993009,,
1/31/1917,9.56,0.3403744,66.8292427,74.7164226,11.7,,9.57,1.509,0.5708,10.99236143,0.378263751,0.0423,,,,,,0.013550704,,
