year_month,Mkt-RF,SMB,HML,RF,MOM,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
193708,   -4.86,    0.42,   -2.25,    0.02,  -1.79,  -4.5786,  -9.3757, -10.2612,  -5.1072,  -6.4568,  -7.6675,  -5.5750,  -3.6796,  -5.5900,  -3.4115,  -3.2085,  -5.7854,  -5.2624,  -3.6603,  -7.0483,  -4.2651,  -3.3655,  -3.9223,  -5.6714,  -7.8361,  -2.9915,  -6.6884,  -5.0643,  -6.0610,  -8.1068,  -8.47,  -3.19,  -5.27,  -3.08,  -4.83,  -4.66,  -3.00,  -5.65,  -6.81,  -7.38
193709,  -13.61,   -6.89,   -4.57,    0.04,  -7.14, -22.4963, -28.9738, -22.6802, -22.0589, -23.2241, -24.0171, -20.2277, -20.8790, -20.9892, -24.0434, -20.2092, -20.0427, -19.9619, -17.2092, -25.4757, -17.6916, -17.2512, -14.9616, -19.3019, -22.2208, -11.2927, -14.9172,  -9.4150, -15.7341, -20.2262, -17.16,  -9.76, -11.27,  -7.12, -11.48, -14.33, -15.54, -18.74, -19.05, -20.71
193710,   -9.61,    0.45,   -1.62,    0.02,  -1.56,  -6.7675,  -8.4668,  -9.6674,  -7.6334,  -8.0393, -10.9121,  -9.7070,  -9.6633, -12.0422, -12.8789, -12.5950,  -9.8714, -11.7747,  -8.5439, -12.1789,  -6.8005, -10.4531,  -8.8885,  -9.6242, -14.1574, -10.3522,  -9.0665,  -6.5873, -10.1307, -17.6606,  -6.32, -10.18,  -7.15,  -9.54,  -8.77,  -8.74,  -8.46,  -9.82, -11.83, -12.28
193711,   -8.31,   -3.65,    0.20,    0.02,  -0.97,  -2.5685, -12.4625, -14.5539, -14.2839, -16.4827, -10.9079, -13.5943, -11.9028, -10.5763, -10.1055,  -9.3370, -12.4450,  -7.6749,  -9.4545, -11.0436,  -8.5487,  -9.3346, -11.3493, -13.0743,  -9.1534,  -8.7958,  -8.8160,  -7.1439,  -5.5932,  -8.7113,  -2.48,  -8.71,  -3.86,  -9.77,  -7.93,  -9.67,  -8.93,  -4.84, -10.15, -11.03
193712,   -4.24,   -7.76,   -0.39,    0.00,   4.70, -19.1267, -20.0937, -20.0242, -10.4492, -12.6286, -14.2665, -14.3019, -11.0796,  -9.9938, -15.5316, -11.6401, -12.1980, -10.5880,  -7.3941, -16.1069,  -0.7047,  -6.2962,  -9.9275, -10.5760, -10.2011,  -3.7217,  -4.1193,  -1.3716,  -5.3240,  -5.0026, -16.55,  -6.04,  -8.02, -11.92,  -9.48,  -3.18,  -3.04,  -2.69,  -2.05,  -0.85
193801,    0.49,    4.97,   -1.60,    0.00,  -1.44,   8.5246,   6.6294,  14.5033,   5.9890,   5.4244,   4.2400,   7.1696,   2.6253,   5.1806,   5.5002,   2.5877,   6.9087,   6.2309,   4.5460,   0.3725,   2.6527,   0.8925,   4.9949,   3.9810,  -0.7199,   1.5081,   0.0503,  -1.3777,  -0.1529,  -2.1417,   7.21,   4.64,  -0.87,   1.10,  -1.04,   3.94,   2.08,   0.43,  -0.67,  -1.01
193802,    5.84,    0.35,   -2.02,    0.00,  -3.08,   4.1936,   2.1121,   3.2049,   3.4979,   0.0527,  11.7083,   7.3036,   5.6889,   4.7032,   7.2633,   8.4950,   6.3577,   6.5279,   3.9890,   7.1870,   4.4773,   7.2374,   6.2371,   5.2504,   4.7659,   6.1410,   7.5252,   4.3783,   6.6864,   6.0823,   9.11,   9.77,   6.07,   9.49,   5.97,   7.53,   7.58,   8.25,   6.84,   1.65
193803,  -23.82,   -4.24,   -3.52,   -0.01,  15.75, -24.8688, -33.1334, -33.5205, -31.7666, -31.4166, -30.7741, -31.6914, -26.8799, -27.9332, -30.5661, -27.9416, -27.6128, -26.2877, -22.1816, -35.8616, -23.5668, -24.0026, -23.1937, -30.0867, -32.3036, -23.2039, -23.6481, -21.5256, -25.6557, -32.6028, -42.26, -40.47, -33.51, -32.62, -31.42, -30.94, -25.77, -25.03, -22.83, -17.30
193804,   14.51,    6.37,    0.18,    0.01,  -8.88,  25.9544,  28.6753,  22.7499,  21.1250,  20.3067,  20.6846,  20.6147,  19.1963,  20.4418,  20.7684,  21.3831,  18.1478,  18.1053,  11.8920,  25.9810,  18.8905,  14.2529,  15.9480,  21.2047,  16.8467,  12.8929,  14.9377,  14.0824,  17.4270,  11.2414,  24.76,  24.45,  22.43,  17.44,  16.88,  19.13,  16.71,  14.94,  11.98,  13.79
193805,   -3.83,   -2.47,   -0.28,    0.00,   7.13, -11.4590, -13.7358,  -9.1648,  -6.2048,  -5.7691, -11.5069,  -7.2579,  -6.7083,  -5.9401,  -8.7024,  -8.3513,  -4.5134,  -6.3978,  -4.7417,  -4.5638,  -4.7919,  -3.4761,  -3.4943,  -8.6814, -11.8307,  -3.2504,  -5.7234,  -2.0074,  -6.1983,  -4.3035,  -8.00,  -8.86, -11.40,  -8.27,  -8.30,  -7.83,  -5.59,  -6.24,  -3.06,   0.75
193806,   23.87,    4.05,    0.30,    0.00, -24.86,  30.1904,  39.6314,  37.4453,  31.8182,  26.4746,  35.1501,  28.6654,  29.8809,  26.6065,  29.9500,  34.1767,  29.6451,  28.7721,  21.5581,  33.3102,  21.9787,  25.5792,  25.2415,  27.6413,  36.9700,  25.6752,  26.9923,  18.0918,  23.6029,  33.0006,  43.67,  43.34,  42.64,  40.75,  39.80,  35.51,  31.98,  27.86,  16.47,  10.47
193807,    7.34,    6.66,    2.18,   -0.01,  -6.44,  24.8947,   3.5011,  27.9711,  15.2440,  16.0604,   8.9842,  16.4197,  16.3906,  14.2270,  13.0739,  14.2654,  13.1592,   9.1278,  10.2849,  14.5120,   9.1897,  12.9628,  14.4141,  11.9188,  15.8009,   7.8369,   4.8512,   5.0868,   5.3930,  11.2485,  22.62,   7.18,  10.34,  13.52,  10.98,   7.76,  13.12,   5.98,   3.98,   4.86
193808,   -2.67,   -2.44,   -4.72,    0.00,   3.95,  -9.8251, -16.6124,  -1.6279,  -7.3440, -12.9179,  -1.7690,  -4.0327,  -6.3680,  -5.5770,  -9.8268,  -3.7514,  -4.6645,  -3.4886,  -6.0147, -10.3453,  -3.9550,  -2.5514,  -5.1488,  -6.4505,  -7.1305,   0.3802,  -3.8911,  -5.3931,  -3.9968,  -7.4559,  -7.85,  -5.25,  -4.91,  -8.14,  -3.59,  -4.96,   0.29,  -4.27,  -2.13,  -1.27
193809,    0.81,   -2.72,   -1.62,    0.02,   2.53, -14.4665,   0.8414,  -6.7376,  -2.8317,  -3.5736,   1.2970,  -4.5403,  -2.0831,  -1.6966,  -1.9817,  -1.3431,  -0.7594,  -2.6075,  -1.5881,  -3.0473,  -0.3173,  -0.1620,  -1.7092,  -1.9750,  -3.6548,   1.3303,   1.6712,   0.8337,   1.0937,  -2.3083,  -4.26,  -0.09,  -2.31,  -0.36,  -0.81,   0.96,   1.74,   1.53,   1.35,   0.15
193810,    7.80,    5.83,    5.01,    0.01,  -7.70,  13.2407,   3.8137,  19.2539,  16.8092,  14.4506,  13.1988,  20.9531,  11.9053,  15.1180,  21.6455,  12.3777,  14.2425,  10.4977,  13.2494,  22.2932,  12.5423,  11.0861,   9.4332,  13.9354,  21.2297,   6.7539,   4.6898,   6.6658,  12.8450,  17.5364,  22.15,  14.82,  16.70,   9.62,   6.88,   6.53,   6.65,   6.50,   7.54,   6.86
193811,   -1.72,   -2.56,   -1.23,   -0.06,   3.13,  -6.8877,  -6.8885, -10.7269,  -1.0067,  -6.9533,  -6.1066,  -6.9255,  -2.5223,  -4.1933,  -6.1491,  -2.0379,  -0.7972,   0.0801,  -4.3365,  -8.2150,   0.4727,  -0.8228,  -3.7088,  -3.0137,  -2.6973,  -1.6659,  -0.3882,  -3.2297,  -2.7817,  -2.6676, -10.81,  -4.84,  -3.85,  -3.59,  -2.57,  -1.83,  -0.85,  -1.92,  -0.62,  -1.42
193812,    4.19,   -1.80,    0.50,    0.00,   2.05,   6.1038,   3.4527,  -2.0039,  -1.6248,  -2.8087,  11.2540,   4.6684,   5.4785,   0.1625,   3.9590,   3.2660,   8.9977,   3.6858,   5.5653,   4.8921,   4.9830,   2.2817,   7.1936,   2.6090,  12.3442,   3.4066,   4.0912,   2.8635,   4.7363,  12.8050,   0.94,   4.44,   6.00,   3.38,   4.23,   3.85,   4.53,   3.62,   2.89,   8.81
193901,   -5.96,   -1.56,   -3.92,   -0.01,  -3.05, -10.1672,  -0.2981,  -9.0521,  -8.2512,  -8.0980,  -2.6086, -10.4640,  -8.6400,  -7.8942, -13.1599,  -8.4541,  -8.6763,  -8.9507,  -7.9065, -10.2876,  -7.3381,  -7.9658,  -9.2285,  -3.5510, -12.4416,  -5.8403,  -4.3903,  -3.9899,  -8.7643, -13.0314,  -4.31,  -6.68,  -3.21,  -5.09,  -6.93,  -8.03,  -6.44,  -5.31,  -7.77,  -9.21
193902,    3.51,    0.63,    2.95,    0.01,   3.25,   2.3975,  -0.6874,   3.8077,   1.2419,   6.4705,   0.5897,   3.3143,   4.3642,   4.3271,   6.9982,   3.0223,   8.3243,   5.0021,   5.8562,   8.2828,   5.0523,   4.8643,   2.4706,   3.5225,   4.6672,   2.7393,   3.0232,   3.9855,   6.7847,   8.3546,  -0.53,   0.27,   4.74,   3.39,   1.62,   2.64,   4.07,   5.26,   5.35,   4.75
193903,  -11.99,   -4.76,   -8.29,   -0.01,  -1.48, -31.5701, -22.4798, -22.0553, -19.8201, -20.8077, -18.7237, -20.1222, -16.5131, -19.3989, -25.8053, -17.9321, -17.0818, -16.6371, -18.0647, -24.2335, -11.3764, -17.5266, -20.6797, -16.5138, -28.5298, -10.8338,  -8.0489, -11.1270, -18.4827, -24.5218, -16.78, -10.38, -15.74, -11.20, -15.84, -11.67,  -7.70,  -8.39, -15.76, -18.23
193904,   -0.18,    1.66,   -0.30,    0.00,   2.70,   4.4865,  -2.6785,   2.1867,   0.1371,   3.7154,  -0.6277,  -0.8545,   1.5443,   1.4295,   3.5578,   0.8774,   0.1233,  -2.4231,  -2.1210,   3.5790,  -0.9198,   0.1449,   0.2141,   0.4101,   1.6089,  -0.4703,   0.3941,   0.1048,  -2.4731,  -3.7457,   0.53,  -0.65,  -0.38,  -1.59,   1.10,  -1.21,  -1.61,   0.64,   0.02,   2.19
193905,    6.80,    2.81,    0.47,    0.01,   3.56,   7.5871,   3.8691,   8.0666,   6.7880,   7.2854,   6.8651,  11.5120,   8.0783,   9.5550,  11.0933,  10.9128,  11.2047,  11.0370,   8.7721,  11.5709,   7.9462,   7.8705,  10.1122,  10.3085,   9.8822,   6.9428,   5.9753,   3.7485,   6.6574,  10.2164,   3.56,   6.83,   4.25,   5.31,   4.98,   7.53,   7.29,   6.66,   8.48,   8.83
193906,   -5.31,   -1.02,   -5.41,    0.01,   1.96, -10.3061, -14.5929, -12.8235, -10.5985, -12.6902,  -8.8371,  -7.9901,  -7.1668,  -7.7457, -12.9991,  -8.9428,  -4.6350,  -8.0518,  -7.7333,  -9.9007,  -4.2010,  -7.4911,  -9.6120,  -6.9498, -15.2125,  -4.2616,  -5.4406,  -3.4113,  -9.1549, -13.9625, -12.50,  -5.26,  -6.81,  -4.86,  -7.16,  -5.48,  -4.17,  -5.19,  -4.18,  -6.11
193907,   10.24,    4.32,   -0.03,    0.00,  -0.58,  11.2620,  26.9318,  21.0643,  14.4196,  12.0444,  16.7799,  17.7668,  13.8799,  12.9124,  15.2826,  16.1191,  18.1333,  13.4083,  11.0721,  17.3602,  14.2717,  13.4468,  14.0256,  11.6951,  22.7890,  10.9897,   8.0005,   7.7244,   9.6438,  16.5304,  10.13,  17.27,  11.68,  10.25,   9.98,  10.71,   9.96,   8.04,   9.84,  13.36
193908,   -6.68,   -4.61,   -2.42,   -0.01,   5.84, -13.3532, -19.7272, -15.6376, -14.9698, -11.4965, -15.0539, -12.1863, -13.5582, -11.8140, -13.1468, -10.5794, -12.0309, -10.1980,  -8.9360, -15.0048, -10.5918, -11.5055, -10.5460,  -7.7555, -15.2912,  -5.5952,  -4.9552,  -6.0948,  -6.8493, -13.9595, -15.17, -12.99, -11.68, -11.60,  -7.18,  -7.15,  -7.42,  -6.87,  -5.03,  -4.24
193909,   16.88,   20.23,   22.22,    0.01, -30.35, 113.4471,  36.7691,  67.2074,  50.3650,  86.0074,  40.6874,  39.1213,  42.4733,  39.0370,  56.0065,  27.5161,  25.6548,  35.5425,  28.6115,  77.2401,  15.4086,  21.2168,  21.4175,  29.7380,  36.9760,  12.6646,  11.3417,  14.1960,  32.2470,  53.9451,  53.11,  42.82,  34.17,  25.65,  30.13,  21.13,  14.90,  10.10,   8.55,   7.92
193910,   -0.53,   -0.01,   -4.89,    0.00,   6.46,  -8.0287,  -4.3842,  -4.0928,  -5.9567,  -9.3416,  -2.1860,  -0.8814,  -3.6896,   2.0215,  -7.1303,   2.0998,   3.9092,  -2.6822,   0.4802,  -6.5027,   2.4154,   2.2156,  -0.2573,  -3.7903,  -4.0496,  -0.1439,  -0.2444,   0.1399,  -3.6054,  -4.6446,  -7.17,  -3.06,  -3.80,  -3.92,  -3.42,  -0.10,  -0.95,   0.71,   1.54,   4.91
193911,   -3.62,   -5.07,   -6.46,    0.00,  -0.22, -19.0770,  -9.2489, -12.9416, -10.7779, -18.4393,  -6.2031,  -8.3614, -12.2930,  -8.5609, -15.1706,  -5.6081,  -8.6290,  -6.9116,  -6.9333, -16.4833,  -6.0034,  -5.2136,  -4.9940,  -5.1677, -12.4335,  -2.0490,  -1.8513,  -3.0880,  -7.9520, -11.7318,  -6.51,  -7.05,  -3.14,  -2.68,  -3.27,  -5.83,  -1.90,  -2.56,  -3.91,  -6.74
193912,    3.03,    0.79,   -4.06,    0.00,   5.40,  13.7134,  -1.5027,   0.8491,   1.7047,  -1.7782,   5.5368,   3.8451,   1.3015,   0.7686,   2.1897,   6.2496,   4.8357,   5.5767,   0.7279,   4.3486,   4.0310,   2.9052,   1.5484,   0.7497,  -0.4814,   3.6164,   2.4474,   3.9228,   0.8009,   1.8858,  -0.69,   0.02,  -0.27,   1.75,   3.96,   3.17,   3.45,   3.66,   4.17,   7.29
194001,   -2.41,    0.24,   -0.77,    0.00,   1.74,  -0.9737,  -7.6227,  -7.3641,  -4.3744,  -3.4018,  -3.2871,  -3.9038,  -3.4256,  -2.5152,  -2.8974,  -3.5944,  -1.7743,  -1.3610,  -1.4404,  -6.8747,  -1.3654,  -1.7033,  -2.3451,  -3.6773,  -5.3146,  -2.1533,  -1.7772,  -2.0238,  -5.0823,  -7.1850,  -1.49,  -3.35,  -3.51,  -3.31,  -5.46,  -3.00,  -2.30,  -2.03,  -0.25,   0.03
194002,    1.44,    2.51,   -0.32,    0.00,   1.81,   1.1970,   1.1007,  12.2577,   3.2055,   8.7784,   1.4929,   6.1059,   4.3472,   4.6166,  -1.0027,   4.1444,   4.7278,   2.6942,   2.6715,   4.8450,   2.3670,   2.3775,   3.5816,   3.6941,  -0.0223,   0.8154,   1.6202,   0.1293,   1.7435,   1.7871,  -1.42,  -0.64,   0.74,   0.79,   0.21,   2.88,   1.49,   1.26,   2.10,   5.14
194003,    2.05,    1.25,   -1.27,    0.00,  -0.36,   7.6518,   9.3296,  -5.9476,   0.5311,   3.4474,   2.9241,   4.6593,   2.1206,   1.9925,   2.1361,   6.3504,   3.1931,   1.3331,   2.8145,  -0.3412,   3.9497,   2.1320,   1.6820,   2.3409,  -0.4812,   2.4913,   0.7712,   2.1489,   2.2847,   2.8063,   3.06,   0.82,   4.30,   1.14,   3.16,   1.77,   1.48,   2.49,   0.91,   4.57
194004,    0.22,    3.92,   -0.13,    0.00,   3.33,  20.5067,  -0.4656,   2.0733,   4.5008,   8.0011,   1.7971,   4.5793,   1.2203,   4.8375,   3.6362,   4.1782,   0.6126,   5.0529,   1.9103,   4.7722,  -1.6337,  -0.3874,  -0.7380,   1.9946,  -1.1085,   0.0773,  -0.3375,   0.7349,   0.0768,  -1.8316,  -3.90,  -0.09,  -1.97,  -0.33,   0.59,   0.69,  -0.63,   0.89,   4.61,   3.85
194005,  -21.95,   -6.66,   -3.69,   -0.02,   2.86, -48.8896, -30.4514, -33.9291, -28.4822, -33.1529, -22.8985, -25.8232, -25.7081, -27.6212, -32.7045, -26.8510, -26.9093, -28.0582, -26.2646, -30.0567, -26.2555, -27.0534, -26.5347, -23.6261, -32.8193, -21.5109, -19.2937, -21.8145, -21.6039, -26.2107, -26.18, -28.17, -25.79, -18.44, -20.97, -22.56, -22.08, -21.18, -25.24, -28.52
194006,    6.67,   -2.13,    4.63,    0.00,  -2.14,   9.2476,   1.9944,   4.6651,   2.6177,   7.3205,   1.2162,   5.7903,   3.7667,   7.5110,   8.5679,   3.8851,   7.2373,   5.8560,   5.5097,   5.8302,   8.9123,   5.1128,   8.8038,   3.9784,  14.0657,   4.5538,   7.4261,  11.2708,   5.7617,  18.3487,   9.30,   7.64,   5.53,   7.97,   6.16,   7.79,   9.13,   1.70,   4.90,   6.31
194007,    3.16,    1.01,   -0.74,    0.01,   0.85,   3.7613,   2.3824,   0.0886,   1.2448,   3.7021,   3.6386,   5.7481,   4.2024,   4.4078,   1.3776,   7.3687,   6.8895,   5.1433,   5.4310,   2.9430,   3.6278,   4.1335,   3.1211,   4.7010,   5.5104,   3.8914,   1.9237,   3.2986,   3.1652,   2.0560,   1.33,   3.66,   4.48,   3.54,   2.01,   4.11,   2.21,   3.49,   2.75,   4.37
194008,    2.19,   -0.11,    0.56,   -0.01,  -1.61,  -1.1256,  -1.5198,   5.2994,   4.2303,  -1.0419,   3.7966,   3.4709,   4.4726,   1.8367,   4.2931,   1.8262,   2.6421,   2.5035,   1.1100,  -0.7224,   0.8505,   2.4704,   4.5735,   1.9611,   2.3644,   3.0394,   0.9568,   0.5527,   2.8546,   3.8882,   6.68,   3.69,   3.99,   1.44,   2.05,   1.88,   3.83,   0.73,   0.72,   2.22
194009,    2.39,    3.22,   -1.13,    0.00,  -0.26,   2.9043,   3.5315,   7.6645,   3.9554,   4.4686,   7.4996,   6.1524,   3.8091,   4.3353,   5.1331,   6.1204,   5.8144,   4.3412,   5.7551,   0.4098,   3.0368,   5.2561,   2.5613,   2.1830,  -0.1973,   3.4775,   2.1546,  -0.4435,  -0.2360,   3.4851,   1.80,   1.15,   4.29,   1.27,   2.38,   2.52,   2.52,   3.00,   3.00,   0.63
194010,    3.02,    0.28,    4.64,    0.00,  -6.53,   7.1185,   5.6724,   7.0961,   5.8241,   5.4486,   7.4829,   3.1655,   5.5644,   8.2641,   8.1749,   3.2793,   3.9846,   5.9453,   5.4037,   4.9859,   4.0683,   6.2836,   5.3025,  10.9863,  11.5449,   0.1118,   2.6623,   6.2203,   8.5447,   9.5839,   4.84,  14.96,   8.09,  11.11,   6.10,   1.59,   3.81,   1.30,  -0.54,   2.72
194011,   -1.61,    1.94,    0.12,    0.00,   1.33,   8.3531,  -1.4243,   4.1287,  -0.8175,  -0.1043,   1.0973,   1.8880,   0.4691,  -0.8553,  -0.6563,  -0.3374,   1.5571,   1.1346,   2.2935,  -1.1566,  -1.8363,  -0.3462,  -0.0827,   0.9890,  -1.4173,  -2.6530,  -0.9590,  -1.2985,   0.0284,  -7.1130,  -1.58,  -3.53,   0.18,  -1.37,   1.20,  -1.53,  -4.68,  -1.86,  -0.73,  -0.79
194012,    0.69,   -2.15,   -0.89,    0.00,   3.46,  -1.1723,  -5.4770,  -7.2965,  -1.5728,  -3.8645,  -2.8951,  -3.1048,  -0.9421,   1.0045,  -2.2559,   0.1174,  -0.7973,  -0.7627,  -0.3541,  -1.1225,   0.9370,  -1.1730,  -0.0950,  -0.0151,  -0.5837,   0.2052,   1.6448,   0.5021,   1.1057,   2.3815,  -4.26,   0.62,   0.03,   0.72,   0.33,   0.53,   0.94,   0.99,   1.24,   1.79
194101,   -4.17,    1.00,    3.83,   -0.01,  -4.72,  -8.6223,  -5.7032,  -3.0977,  -0.6925,   0.5809,  -5.1520,  -2.6588,  -3.1774,  -1.4537,   0.0745,  -6.5035,  -5.4454,  -4.1695,  -3.2910,   1.3858,  -5.4502,  -4.5454,  -2.5782,  -4.6638,  -0.3519,  -5.7894,  -3.7740,  -2.8175,  -2.9784,  -0.6280,   0.72,  -1.71,  -1.56,  -3.17,  -4.53,  -4.78,  -5.65,  -5.19,  -3.63,  -5.26
194102,   -1.43,   -1.57,    0.89,   -0.01,   0.91,  -7.6358,  -3.0079,  -0.3522,  -4.5353,  -2.7570,   0.3713,  -2.7724,  -1.7623,  -2.7256,  -2.1796,  -3.8886,  -0.7402,  -1.7436,  -2.0785,  -2.6499,  -2.5009,  -2.2316,  -0.2464,  -1.2950,  -2.0208,  -1.4390,  -1.6774,  -1.3563,  -1.4777,   0.9805,  -2.26,  -3.73,  -1.13,  -1.23,  -1.53,  -1.52,  -1.24,  -2.09,  -0.16,  -2.36
194103,    0.84,    0.10,    3.04,    0.01,   2.43,  -1.5494,  -3.1952,  -0.8699,   1.5932,   4.1749,  -0.8284,   2.6757,   2.6319,   0.6176,   5.1970,   0.2907,   0.1962,   1.3825,   1.6402,   3.7693,   0.9358,  -1.4490,   1.1848,   2.1525,   4.2162,   0.4862,   0.9189,   1.8326,   1.3996,   4.0717,  -3.27,   0.08,  -0.85,   1.78,  -0.01,   0.41,   0.52,   2.27,   2.51,  -0.70
194104,   -5.46,   -1.69,    3.41,   -0.01,   3.03, -15.6336, -12.9474,  -7.0932,  -4.5931,  -4.2206,  -7.5446,  -7.4409,  -5.9657,  -4.7613,  -5.7056,  -5.0023,  -7.0601,  -4.2673,  -5.3127,  -1.7633,  -7.4797,  -6.4291,  -5.6705,  -3.8041,  -4.4262,  -6.4000,  -6.2887,  -3.4792,  -3.3145,  -0.4959, -11.76,  -8.46,  -7.16,  -3.89,  -3.87,  -7.44,  -5.31,  -5.62,  -3.29,  -4.83
194105,    1.39,   -0.66,    0.60,    0.00,   2.46,  -0.6825,   3.5569,  -0.7920,   1.2434,  -1.2575,   3.7008,   0.9638,   0.7468,   1.8058,   3.9873,  -1.7124,   1.3775,   2.4734,   2.7899,  -0.4027,   3.6046,   1.8408,  -0.6760,  -0.1217,   2.7763,   1.0502,   1.2171,   3.2683,   3.4458,  -0.3460,   1.43,  -1.03,  -1.08,   1.28,   1.66,   2.61,   0.30,   1.86,   2.46,   1.27
194106,    5.83,    1.32,    0.59,    0.00,  -0.64,   3.2547,  -0.7542,   9.6303,   8.4856,  14.0027,   2.2746,   5.1680,   6.4773,   9.6021,   7.4240,   4.5200,   6.9271,   6.1429,   6.4062,   9.6009,   4.7126,   7.8613,   5.1865,   5.3419,   4.2053,   6.6382,   5.0315,   6.4879,   3.9618,   1.9128,   5.38,   5.71,   6.56,   7.59,   5.22,   4.01,   6.40,   4.76,   5.48,   4.05
194107,    5.87,    5.70,    7.25,    0.03,  -1.75,  17.1194,  25.1434,  27.8189,  17.8618,  25.1637,  10.3551,   9.2355,   6.4164,  13.7039,  21.4287,   8.5895,   7.9690,   6.9955,  13.3129,  18.9341,   7.8413,   6.8872,   9.6316,  12.6481,  24.5762,   4.1465,   3.1430,   8.2500,   8.4804,  11.1998,   9.65,   6.85,   5.38,   2.76,   3.33,   7.20,   9.58,   9.60,   9.31,   8.22
194108,   -0.17,   -0.41,   -1.10,    0.01,   0.17,   2.5103,  -0.4325,  -7.4389,  -3.3591,   0.7956,  -0.3676,  -0.8301,  -1.1493,  -0.7775,   0.0334,  -1.9575,  -2.1518,   0.1143,  -1.9491,  -2.3993,   0.8115,  -0.0195,   1.7680,  -0.2797,   0.6367,   0.8749,   0.2214,  -2.0281,  -1.2507,  -5.1218,  -2.16,   0.68,   0.25,  -0.61,   1.18,  -0.09,  -0.30,  -1.31,  -1.31,  -0.46
194109,   -0.87,   -0.99,   -0.28,    0.01,  -1.57, -11.7981,  -3.6358,  -4.3402,  -2.5877,  -5.0813,  -3.1371,  -1.5288,  -3.8667,   0.7986,  -3.5677,  -2.4842,  -1.3175,  -1.1848,  -2.9211,   0.5218,   0.1148,  -1.7262,  -2.6112,   0.1952,  -1.4248,   0.2499,  -0.9200,  -2.6263,  -1.6974,  -2.6972,   1.74,   0.28,  -0.90,  -0.79,  -1.01,  -0.30,  -2.35,  -1.82,  -3.58,  -0.64
194110,   -5.25,   -2.02,    1.63,    0.00,   4.74,  -8.6967,  -0.3133,  -7.8628,  -6.7199,  -7.9482,  -5.6314,  -4.8660,  -5.5394,  -5.5715,  -7.3266,  -6.3205,  -6.3329,  -4.9923,  -6.4372, -10.3345,  -4.9727,  -5.5545,  -6.0788,  -4.3416,  -4.9443,  -6.7665,  -4.7093,  -2.1314,  -1.7103,  -1.8263, -10.86,  -7.96,  -5.58,  -6.01,  -5.90,  -7.11,  -3.93,  -2.36,  -0.40,  -0.11
194111,   -1.92,   -1.21,   -0.64,    0.00,   4.04, -10.3848,  -5.7382,  -8.2356,  -3.9729,  -4.2805,  -2.1291,  -1.4376,  -5.1400,  -2.2747,  -3.2378,  -1.3146,  -2.1712,  -3.2594,  -0.1980,  -5.8629,  -0.7665,  -2.0327,  -1.8834,  -0.9771,  -3.1314,  -1.8858,  -2.7000,   0.7101,  -1.8247,  -2.6910,  -9.01,  -0.92,  -3.54,  -3.01,  -3.47,  -3.42,   0.59,   2.32,  -0.15,   0.48
194112,   -4.87,   -2.98,   -5.94,    0.01,   0.28, -18.5380, -19.3333, -10.3259, -14.6767, -14.5074,  -8.1284,  -5.2476,  -7.8909,  -9.1447, -15.2042,  -6.9725,  -3.7430,  -5.1211,  -6.7168,  -8.3096,  -3.6215,  -5.3541,  -6.5300,  -5.9840,  -9.0009,  -3.3871,  -4.9695,  -4.2834,  -9.4946,  -6.8633, -10.17,  -5.06,  -6.46,  -0.68,  -5.19,  -1.71,  -1.71,  -6.38,  -8.00,  -8.05
194201,    0.79,    7.52,   10.10,    0.02,  -3.58,  34.5808,  12.9913,  16.0567,  19.7749,  25.6247,   9.0803,   7.0412,  10.0410,  11.5491,  16.8242,   3.9402,   3.1367,   4.9650,   7.2332,  13.6959,  -2.4329,   4.2709,   6.2951,   6.4174,   9.0081,  -2.9950,   0.1004,  -0.3920,   6.8237,  13.8899,  10.59,   5.82,   3.70,   4.93,  -3.09,   3.04,  -3.60,  -0.39,   2.92,   0.22
194202,   -2.46,    1.72,   -1.13,    0.01,  -0.71,  -6.7697,  -8.6167,  -1.5921,   0.6329,  -2.5389,   0.2159,  -1.2302,  -1.5428,  -1.7714,  -1.5590,  -0.9876,  -1.4863,  -1.1056,  -1.5003,  -2.8500,  -1.7614,  -1.7627,  -2.9060,  -2.1450,   0.3464,  -2.6092,  -2.0361,  -3.4130,  -2.4358,  -1.0914,  -0.68,  -0.41,  -2.80,  -0.20,  -2.89,  -3.94,  -4.08,  -2.76,  -3.48,  -2.96
194203,   -6.58,    1.78,   -0.62,    0.01,  -0.21,  -7.7132,  -7.1348,  -6.1964,  -0.3651,  -6.5340,  -4.8337,   1.4843,  -2.9012,  -5.8485,  -5.6879,  -2.5475,  -1.8199,  -6.4120,  -4.7391,  -7.4438,  -5.2925,  -5.9476,  -6.2190,  -4.1355,  -4.8883,  -5.5719,  -7.2545,  -8.3437,  -6.3260,  -7.1860, -12.52,  -5.05,  -5.61,  -7.82,  -6.86,  -7.38,  -5.73,  -5.87,  -7.40,  -6.63
