year_month,Mkt-RF,SMB,HML,RF,MOM,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
197110,   -4.42,   -1.80,   -0.43,    0.37,   0.46,  -7.8590,  -6.7823,  -7.0876,  -4.4480,  -7.2847,  -5.9631,  -5.3177,  -3.0833,  -4.3483,  -6.6553,  -7.9900,  -6.4110,  -3.1751,  -4.6882,  -5.2486,  -3.3647,  -3.2479,  -2.0563,  -5.7150,  -5.8661,  -3.4926,  -5.2310,  -3.6300,  -2.7068,  -4.0156,  -9.19,  -4.00,  -2.69,  -2.25,  -3.51,  -3.61,  -4.41,  -4.42,  -5.99,  -4.09
197111,   -0.46,   -2.85,   -1.70,    0.37,   1.48,  -3.2672,  -5.7882,  -3.7562,  -4.3908,  -5.5661,  -1.8918,  -2.1995,  -1.6622,  -2.4273,  -2.7362,  -1.9211,  -1.2485,  -0.5797,  -4.1878,  -4.7168,   0.3349,  -1.8790,  -2.7130,   0.5239,  -4.3881,   1.1001,   1.0482,  -0.1322,  -0.5533,   0.2834,  -3.45,  -1.41,   0.33,   0.37,  -0.42,   0.21,   0.81,  -0.57,   0.08,   1.06
197112,    8.71,    3.32,   -0.35,    0.37,  -0.68,  14.4857,  14.2443,  10.7367,  11.7824,  13.3978,  13.0649,  14.0792,  12.8952,  10.8785,  12.6507,  14.1162,   9.6104,  10.1743,  11.9340,  12.3823,  12.3215,   9.9052,   8.7801,   8.3569,  12.4610,   8.4533,   9.3147,   8.8809,   6.9302,   8.9392,  11.78,  10.68,   9.00,   7.76,   8.18,   9.40,   8.49,   8.68,   9.93,  10.84
197201,    2.49,    6.12,    1.99,    0.29,   0.24,  13.2243,  13.3839,  11.8551,  10.8425,  14.8231,   9.3942,   6.4271,   5.4412,   6.8567,  11.0324,   6.0628,   4.0032,   2.8965,   5.8725,   8.4751,   3.1340,   1.9438,   1.2159,   3.0968,   8.2650,   2.7529,   0.5406,  -0.7284,   0.8187,   6.3830,   6.44,  -0.43,   1.46,   4.35,   2.09,   3.21,   2.58,   1.91,   2.05,   5.90
197202,    2.87,    1.37,   -2.76,    0.25,   2.70,   3.0288,   5.4772,   4.1598,   4.2246,   3.5288,   5.0805,   4.4007,   4.4269,   1.6839,   4.1196,   6.8812,   4.0299,   2.0493,  -0.5206,   1.9588,   5.4574,   1.8077,   0.0202,   2.1309,   0.3880,   4.6021,   2.2469,   1.2569,   0.3730,   0.0640,   4.78,   3.71,  -0.22,  -0.17,   1.67,   1.94,   4.92,   3.31,   5.05,   5.58
197203,    0.63,   -0.27,   -1.73,    0.27,   2.91,   2.9574,   0.1033,  -1.9318,  -1.5693,  -0.4498,   1.8995,   1.7883,  -0.8489,  -0.3152,  -1.5953,   2.4413,   1.2481,   2.1304,   0.3312,  -1.7522,   0.8273,  -0.2286,   2.7861,   1.8853,   0.8433,   2.5899,   0.9958,  -3.8171,  -1.9027,   2.8601,  -1.74,  -2.79,  -0.52,  -1.68,  -0.82,   2.80,   1.17,   0.64,   3.29,   1.37
197204,    0.29,    0.01,    0.23,    0.29,   2.90,  -1.2312,   0.1863,  -1.0711,   1.3038,   1.1047,  -0.3033,   0.8416,   1.9206,   1.8755,   1.6854,   1.5955,  -0.6533,  -0.0653,   0.5054,   0.1818,  -0.9256,  -0.7039,  -0.3518,   1.2618,   3.5647,   0.8988,   1.5791,  -0.2724,   0.1594,  -1.0880,  -2.15,   0.66,  -1.47,  -0.87,  -1.26,   1.29,   1.14,   0.24,   2.69,   1.26
197205,    1.25,   -2.79,   -2.69,    0.30,   3.18,  -1.5740,  -1.9020,  -4.1382,  -2.2623,  -2.2420,  -0.5006,  -1.6408,  -1.8829,  -3.3741,  -1.4540,   1.2148,  -1.8099,   0.9868,  -1.1605,  -3.4503,   3.7084,  -1.4808,  -1.3345,  -0.0409,   0.4975,   3.3767,  -0.5376,   3.1822,   1.0030,  -2.6657,  -1.79,   0.71,  -1.06,   1.77,  -0.97,  -0.01,   1.61,   1.66,   3.49,   5.44
197206,   -2.43,    0.33,   -2.51,    0.29,   1.91,  -4.2146,  -4.6749,  -3.3241,  -3.1461,  -3.7598,  -4.4212,  -2.0794,  -1.3567,  -1.4561,   0.7754,  -0.1086,  -1.8731,  -4.0504,  -4.4347,  -5.8427,  -4.0661,  -1.8151,  -2.0477,  -4.6430,  -7.7827,  -0.6541,  -3.2331,  -2.7600,  -2.3387,  -6.6736,  -5.96,  -4.04,  -3.04,  -2.33,  -1.37,  -2.32,  -2.34,  -2.66,  -1.40,   0.61
197207,   -0.80,   -2.89,    0.78,    0.31,   2.74,  -7.1083,  -5.0697,  -3.9663,  -3.4496,  -2.7837,  -5.2662,  -4.8438,  -3.2931,  -1.7204,  -3.9096,  -3.2489,  -1.4751,  -3.0768,  -0.6473,  -1.0169,  -3.5083,  -4.0562,  -2.0701,   0.0069,  -2.0854,   1.6293,  -1.2429,   0.1492,  -1.2729,  -1.6451,  -4.74,  -2.67,  -3.46,  -1.03,   0.71,  -1.54,  -1.30,   1.24,   1.99,  -0.29
197208,    3.26,   -4.09,    4.69,    0.29,  -5.35,  -1.6386,  -2.4630,   0.4747,  -0.0470,   2.2309,  -0.5222,  -1.6713,   2.3176,   1.4580,   4.9897,   0.3018,   2.0877,   2.8763,   5.3939,   4.1215,  -0.0258,   2.8998,   4.9341,   5.2415,   7.0680,   0.6640,   6.8372,   7.1393,   8.9955,   6.1542,   4.40,   9.25,   7.36,   6.57,   5.26,   7.05,   2.42,   1.11,   2.10,  -1.55
197209,   -1.14,   -2.67,    0.47,    0.34,   1.76,  -4.9184,  -4.8493,  -4.7702,  -3.6990,  -4.1980,  -3.5157,  -3.5498,  -2.2165,  -2.2407,  -3.3148,  -1.6806,  -2.5299,  -1.0278,  -1.9631,  -2.6219,  -1.8884,  -3.1267,  -0.7059,  -2.3718,  -3.9988,   0.2125,  -1.7340,  -1.7358,   1.9614,  -3.7540,  -4.33,  -3.29,  -1.51,  -0.98,   1.64,  -2.37,  -2.41,  -0.42,  -0.14,   0.49
197210,    0.52,   -2.74,    1.37,    0.40,   0.76,  -3.2705,  -3.4744,  -2.8225,  -2.0670,  -1.9272,  -4.0425,  -0.3182,   1.3506,   0.6992,  -0.6545,  -2.7187,  -0.9541,   1.3596,   0.7255,   0.3198,  -1.5972,  -0.5988,   1.6455,   2.3444,  -0.9554,   0.9864,   1.0753,   2.1505,   2.3695,   1.0570,  -3.37,   0.05,   1.24,  -0.17,   2.28,   1.34,   2.60,   0.34,  -0.05,   1.71
197211,    4.60,   -1.11,    4.76,    0.37,  -5.14,  -0.4577,   4.2471,   4.5199,   5.9879,   6.0435,   4.4635,   4.9164,   7.2107,   4.3425,   7.7099,   3.0231,   4.2227,   6.5957,   7.5255,   7.4313,   6.6466,   8.0087,   6.5806,   7.0591,  11.0542,   1.5477,   6.6727,   6.8689,   8.0191,  13.8047,   9.43,   8.66,   9.41,   7.61,   8.38,   8.55,   5.35,   2.19,   2.28,   1.48
197212,    0.62,   -1.86,   -2.27,    0.37,   4.98,  -1.9083,  -2.5267,  -3.2776,  -2.5243,  -1.4517,  -0.6380,  -2.7064,   0.4054,  -3.3763,  -2.3314,   1.0023,  -0.4100,  -0.6704,  -1.0676,  -2.6231,   0.5545,  -1.0691,  -1.1204,  -1.4912,  -4.4099,   3.7105,  -0.1227,  -0.7422,   0.0354,  -2.6384,  -4.27,  -3.08,  -1.77,  -1.52,  -0.75,  -0.83,   1.47,   1.88,   2.17,   5.31
197301,   -3.29,   -3.48,    2.68,    0.44,   3.71,  -8.0950,  -4.5014,  -3.2752,  -3.5899,  -1.3622, -10.6416,  -5.5263,  -6.8587,  -2.9316,  -5.8796,  -7.4905,  -7.5619,  -5.9722,  -3.6055,  -4.9391,  -6.4942,  -7.2908,  -5.8484,  -3.4461,  -4.2466,  -1.5460,  -4.0219,  -1.0017,   0.6144,  -4.3609, -10.82,  -8.21,  -5.86,  -5.30,  -5.31,  -4.29,   1.64,  -0.98,  -1.17,  -2.97
197302,   -4.85,   -3.99,    1.70,    0.41,   2.12, -13.9399,  -8.9493,  -8.2760,  -8.1874,  -6.0267, -14.0163,  -7.9335,  -7.7675,  -5.6444,  -5.5689, -10.9566,  -8.3545,  -7.4951,  -3.1096,  -7.2626,  -8.4757,  -7.4349,  -4.6601,  -3.6252,  -2.0725,  -2.1154,  -3.1594,  -4.8583,  -5.8821,  -3.3765,  -9.26,  -8.87,  -8.69,  -4.14,  -4.20,  -4.70,  -3.04,  -3.58,  -2.34,  -5.11
197303,   -1.30,   -2.82,    2.78,    0.46,   3.62,  -6.7903,  -4.1652,  -2.7312,  -0.9065,  -1.8049,  -4.9387,  -2.5696,  -2.2392,  -2.2935,  -0.1530,  -4.9026,  -4.2398,  -1.9479,  -1.8353,  -0.2074,  -3.9415,  -4.0250,  -1.6732,  -2.3818,   0.8214,  -0.8559,  -0.9978,   1.8255,   1.8775,   1.5699,  -4.02,  -3.31,  -2.63,  -3.88,  -1.67,  -1.25,  -2.82,  -1.10,  -0.24,   1.79
197304,   -5.68,   -3.99,    5.69,    0.52,   6.41, -11.7730,  -9.9498,  -6.2525,  -6.3719,  -5.4017, -14.2898,  -9.3109,  -5.7118,  -4.2591,  -4.8823, -11.2359,  -6.2923,  -3.9136,  -3.6767,  -4.3036, -10.9730,  -8.1311,  -2.9262,  -2.8407,  -4.6427,  -5.9404,  -3.3793,  -2.1336,  -0.6921,  -2.7667, -11.45, -12.96,  -8.58,  -8.52,  -6.49,  -4.55,  -3.95,  -3.20,  -4.61,  -3.10
197305,   -2.94,   -6.12,    0.21,    0.51,   7.09, -11.0600, -11.0985,  -9.2077,  -7.6610,  -8.3010, -11.1832,  -9.3749,  -7.7523,  -6.2325,  -9.0866,  -9.1389,  -8.4464,  -4.5765,  -2.7948,  -7.3209,  -7.1497,  -7.3865,  -2.3338,  -2.5361,  -4.5471,   0.1849,  -1.1661,  -0.9022,  -3.2685,  -5.6095, -12.86,  -9.01,  -8.53,  -6.90,  -4.84,  -2.75,  -2.06,  -1.13,  -1.38,  -0.13
197306,   -1.56,   -2.95,    1.44,    0.51,   4.32,  -4.8488,  -4.0558,  -4.5720,  -2.9288,  -2.3582,  -6.9645,  -4.0516,  -2.6886,  -2.2350,  -1.6033,  -6.5242,  -3.0551,  -1.6211,  -0.9393,  -2.9258,  -4.6602,  -3.8809,  -3.0835,  -0.9388,  -3.7299,  -0.3790,  -0.3555,   0.7119,  -0.6893,  -2.0291,  -8.46,  -5.49,  -2.91,  -1.56,  -4.64,  -3.34,  -2.04,  -0.02,  -0.11,   0.73
197307,    5.05,    7.92,   -5.35,    0.64, -11.69,  18.8909,  16.0874,  11.9724,  13.4686,  10.4411,  22.0069,  13.1490,  11.1516,   6.8423,   9.8991,  19.3952,   9.7889,   7.0282,   2.1360,   7.7097,  15.2975,   9.0437,   6.9644,   3.0588,   8.9159,   5.4012,   5.4572,  -0.1794,   1.9957,   4.2202,  20.98,  12.99,  15.15,  11.50,  11.28,  10.15,   7.18,   3.08,   2.84,   2.30
197308,   -3.82,   -2.02,    1.13,    0.70,   3.42,  -5.4962,  -6.7876,  -5.8183,  -5.8733,  -4.5224,  -3.1255,  -6.9701,  -4.8099,  -5.0746,  -3.9994,  -3.0109,  -4.2444,  -4.1312,  -2.4668,  -0.7749,  -2.6441,  -0.8146,  -2.1048,  -3.0974,  -0.1108,  -3.5474,  -2.4332,  -3.6972,  -2.3787,   0.7817,  -7.16,  -5.28,  -5.37,  -4.23,  -2.42,  -3.16,  -3.07,  -2.11,  -4.12,  -3.02
197309,    4.75,    2.94,    2.19,    0.68,  -7.03,  11.9054,  11.4674,   6.7503,   7.8248,   7.0318,  10.9799,  11.2100,  11.5460,   7.0591,  10.2570,  11.2477,  10.0559,  10.0697,   8.8722,  10.4922,   9.9207,  11.6990,  11.5886,   9.7744,  10.5181,  -0.1193,   7.7678,   8.7167,   8.5755,   8.2683,  11.02,  13.15,  14.97,  11.23,  10.41,  12.27,   5.49,  -1.18,   3.78,   5.30
197310,   -0.83,   -0.23,    1.75,    0.65,   6.74,  -2.8121,   0.5382,   1.0526,   0.2967,   1.2603,  -3.0921,  -3.2364,   1.3692,   1.1173,   1.4504,  -3.9385,   2.5552,   0.4880,  -0.5315,   1.3555,  -2.6307,  -1.0833,   1.2824,  -0.4283,   1.7874,   0.4563,  -0.6963,   0.2898,  -3.0110,   2.5475,  -5.68,  -5.57,  -3.59,  -1.94,  -2.87,  -4.33,   0.95,  -0.04,  -0.58,   3.94
197311,  -12.75,   -7.71,    4.09,    0.56,   8.63, -24.9512, -21.5643, -18.9797, -16.7335, -18.0216, -23.4309, -19.9418, -19.1332, -15.6671, -15.9422, -22.9105, -18.3245, -15.9361, -12.2006, -16.0841, -20.3185, -17.2834, -14.3695, -12.0881, -14.8757, -10.7072, -12.7209, -10.7978,  -6.3256,  -8.2484, -23.16, -22.44, -19.82, -17.58, -11.33, -13.70,  -9.58, -10.90,  -9.16,  -9.54
197312,    0.61,   -5.29,    4.10,    0.64,  10.39,  -3.7318,  -4.6439,  -3.8024,  -2.9114,  -4.2030,  -0.3993,  -4.5643,  -0.6730,  -1.2989,  -0.8865,  -1.4226,   0.7214,   0.6650,   0.6016,   2.3633,   0.1321,   3.1593,   6.7241,   2.8845,   6.5777,  -2.0518,   0.8750,   7.2419,   5.0292,  11.1342,  -5.69,  -4.57,  -6.14,  -2.78,   0.15,   1.35,  -1.32,   1.37,   3.05,   7.62
197401,   -0.17,    9.76,    5.98,    0.63,  -8.82,  10.2564,  14.3736,  14.8456,  12.7882,  18.9023,   4.4891,  11.3105,   9.2613,  10.6806,  13.4621,   5.2388,   4.4073,   8.5097,   7.6650,  11.5617,  -1.6398,   2.1104,   2.9239,   7.7300,   5.4814,  -2.0148,   0.6397,  -2.8911,   0.7426,  -0.0824,  13.03,   8.43,   8.50,   6.48,   4.33,   3.84,  -0.36,   0.04,  -0.16,  -6.24
197402,   -0.47,    0.04,    2.56,    0.58,   0.14,  -0.4327,  -0.8116,  -0.1771,  -0.1933,   1.1053,   0.3791,   1.3449,   1.1686,   1.8324,   4.1294,  -2.6032,   0.0571,   1.5936,   0.4831,   2.3360,  -2.3521,   0.6862,   2.4059,   1.8132,   3.4912,  -1.3480,   1.8056,  -0.9469,   2.8152,   3.8127,  -2.75,   0.56,   1.81,   0.15,  -0.68,  -1.57,  -0.78,   0.08,   0.42,   1.63
197403,   -2.81,    2.51,   -0.11,    0.56,  -0.99,   0.2547,  -0.8294,   0.5101,   1.4240,   1.9169,  -1.6273,   2.1680,  -1.6260,  -0.9799,   0.6495,  -1.8103,  -0.8833,  -3.1134,  -1.5571,  -1.0048,  -2.5654,  -3.5646,  -4.7338,  -2.9281,  -2.2330,  -1.5556,  -3.5372,  -2.3255,  -3.4810,  -4.7587,   0.36,  -1.97,  -4.22,  -1.20,  -0.98,  -0.49,  -2.31,  -2.52,  -3.27,  -5.15
197404,   -5.29,   -0.70,    1.03,    0.75,   2.00,  -4.6938,  -5.9534,  -5.0726,  -5.4536,  -4.0270,  -8.2904,  -6.5992,  -5.6877,  -3.9691,  -3.3809,  -6.1983,  -7.1181,  -4.4076,  -5.9237,  -2.3637,  -6.9710,  -6.8635,  -5.9695,  -6.6776,  -1.6042,  -3.0502,  -4.2441,  -5.0152,  -6.0677,  -5.4214, -10.54,  -7.95,  -4.40,  -3.62,  -3.62,  -4.06,  -4.86,  -3.74,  -4.76,  -4.95
197405,   -4.68,   -3.00,   -2.07,    0.75,  -0.26,  -8.1480,  -7.4369,  -8.1869,  -6.9097,  -6.0347,  -6.5461,  -7.8818,  -7.6930,  -7.1150,  -7.5688,  -7.0539,  -9.2906,  -6.6911,  -7.0402,  -8.2956,  -6.3009,  -8.8206,  -5.3673,  -6.0191,  -7.2320,  -0.3819,  -3.5371,  -5.6041,  -3.3270,  -7.8042,  -8.10,  -5.29,  -3.56,   1.57,  -1.78,  -2.62,  -3.87,  -5.35,  -5.21,  -8.69
197406,   -2.83,   -0.20,    0.77,    0.60,   2.37,  -3.6129,  -3.4239,  -2.2222,  -2.2990,  -1.4846,  -3.7631,  -3.3397,  -2.7029,  -0.5559,  -0.4760,  -4.5243,  -2.5710,  -3.4521,  -4.4023,  -0.4608,  -2.4341,  -3.5981,  -2.8009,  -4.6133,  -4.4313,  -1.4878,  -2.7332,  -1.8008,  -2.1211,   1.5699,  -5.34,  -6.22,  -1.72,  -2.72,  -1.57,  -1.15,  -2.20,  -2.15,  -1.29,  -1.36
197407,   -8.05,    0.92,    5.14,    0.70,   3.01,  -8.5454,  -5.5625,  -5.1822,  -4.6132,  -3.9564,  -7.2553,  -3.8593,  -4.1338,  -3.7251,  -2.7829,  -6.7227,  -2.5965,  -2.1291,  -3.1338,   0.9727,  -8.7236,  -5.9336,  -2.3244,  -0.8681,  -0.7970, -10.9922,  -4.1501,  -3.6979,  -4.1023,  -5.1037, -10.81,  -6.28, -10.46,  -7.40,  -7.93,  -9.53,  -7.72,  -5.48,  -4.69,  -4.25
197408,   -9.35,   -0.68,    2.50,    0.60,   3.00,  -9.2340,  -8.2372,  -7.5534,  -7.5220,  -7.0447,  -9.6909, -11.0387,  -6.3746,  -7.8030,  -5.4609, -10.9991, -10.2247,  -6.6789,  -6.9036,  -6.8741, -11.7515,  -8.7946,  -8.3276,  -6.7075,  -6.1601,  -9.9553,  -7.6290,  -4.5140,  -7.7518,  -8.6429, -11.98,  -9.15,  -9.90,  -8.61, -10.22,  -9.51,  -7.92,  -7.29,  -7.77,  -8.86
197409,  -11.77,    0.27,    5.49,    0.81,   4.32, -13.4594,  -8.3223,  -6.8005,  -6.9356,  -8.4591, -12.0908,  -7.0373,  -8.1147,  -7.6102,  -7.1827, -13.0410,  -8.8581,  -6.8666,  -4.6389,  -6.4537, -11.7792,  -7.1297,  -4.9879,  -6.3370,  -8.1215, -14.7521,  -9.8505,  -4.8522,  -5.1296,  -6.6263, -14.02, -11.27, -13.28, -13.43, -13.01, -12.05, -11.28,  -5.89,  -8.49,  -8.98
197410,   16.10,   -3.51,   -9.99,    0.51,  -0.50,  16.9599,   7.1642,   6.9585,   7.8464,   8.8328,  16.0347,  10.7417,   7.5420,   7.6498,   6.4591,  18.6379,  10.7550,   7.0551,   8.5552,  10.1929,  21.3468,  13.0646,  11.5334,   9.6551,  10.3515,  22.3391,  13.9332,  13.3998,  10.5845,   1.3135,  14.50,  19.93,  19.54,  20.31,  13.46,   9.72,  17.49,  19.75,  14.39,  20.41
197411,   -4.51,   -1.17,   -0.16,    0.54,   2.18,  -6.0604,  -5.5491,  -5.0221,  -5.2200,  -6.8054,  -5.2583,  -4.5728,  -3.8925,  -5.2096,  -6.9178,  -4.4203,  -4.0662,  -2.9763,  -4.1514,  -1.9392,  -2.2110,  -0.4523,  -1.3884,  -3.8485,  -6.5951,  -4.6107,  -3.2869,  -4.1059,  -2.3229,  -4.1065,  -2.97,  -5.61,  -4.30,  -4.16,  -5.29,  -3.66,  -4.86,  -3.40,  -1.17,  -3.75
197412,   -3.45,   -4.84,    0.00,    0.70,   2.95,  -7.1541,  -8.0748,  -7.3264,  -7.4453,  -9.3138,  -6.2175,  -6.1678,  -5.9521,  -6.7585,  -5.7272,  -5.6045,  -4.3972,  -4.1678,  -5.0989,  -7.2347,  -4.3959,  -2.4842,  -4.0839,  -1.9956,  -9.6519,  -3.7992,   0.3563,   1.4302,  -1.0444,   1.8779,  -5.48,  -6.45,  -4.22,  -3.45,  -3.81,  -1.17,  -1.30,  -1.92,   1.02,  -3.48
197501,   13.66,   11.01,    8.44,    0.58, -13.89,  25.4632,  29.5017,  28.1608,  27.8439,  33.8772,  21.9158,  26.1202,  26.3358,  27.5856,  29.7109,  19.0432,  24.9656,  21.9384,  23.4015,  29.2039,  15.5163,  20.4446,  24.0140,  24.3605,  27.8984,   9.2216,  13.8965,  13.7987,  19.7621,  15.6642,  31.14,  23.72,  19.92,  13.10,  13.47,  13.49,   7.10,   9.54,  13.11,  11.44
197502,    5.56,    0.16,   -4.56,    0.43,  -0.55,   7.7487,   5.3314,   3.2366,   3.4780,   4.7724,   9.0889,   6.6232,   1.5183,   3.7160,   1.9936,   7.3174,   3.1793,   2.8330,   4.7013,   4.6562,   6.4626,   2.3680,   1.9104,   3.2327,   2.5341,   9.6448,   2.6481,   3.7918,   2.1077,  -3.2435,   6.45,   6.53,   5.28,   9.14,   5.07,   8.77,   4.23,   6.36,   4.87,   4.05
197503,    2.66,    3.75,    2.49,    0.41,  -1.99,   8.9585,  10.6250,   9.0279,   7.8584,   9.8838,   6.3828,   6.8249,   7.1852,   5.9316,   8.2952,   5.8779,   6.8913,   3.8114,   7.2970,   5.3194,   5.9710,   6.4925,   5.3465,   5.3724,   4.2132,   2.6890,   1.6960,  -1.2179,   6.1963,   6.1513,   8.19,   3.11,   5.06,   3.06,   1.28,   3.09,   1.33,   0.30,   4.02,   7.16
197504,    4.23,   -0.54,   -1.11,    0.44,   1.34,   7.1195,   6.3666,   4.1667,   2.9125,   2.9480,   6.4481,   3.9597,   2.7317,   1.3665,   4.1679,   5.4491,   5.2910,   4.9523,   3.8622,   3.2777,   6.8986,   3.1637,   2.5072,   6.0938,   4.5109,   5.6133,   4.7580,   0.9027,   5.2961,   5.0217,   4.42,   7.17,   4.53,   5.46,   5.88,   3.77,   2.73,   4.19,   2.95,   7.74
197505,    5.19,    3.83,   -4.02,    0.44,  -0.47,  11.6555,  11.1152,   8.4346,   7.7440,   6.7751,  11.8185,   7.7693,   7.1212,   7.8658,   7.8299,   5.3811,   8.1280,   4.3232,   8.2409,   1.2443,   7.6429,   5.9242,   5.4596,   4.1419,   5.2503,   4.9949,   8.5870,   4.7078,  -0.2691,   0.9556,   5.63,   7.48,   5.82,   5.44,   5.37,   6.76,   6.46,   3.99,   5.27,   5.03
197506,    4.83,    0.76,    1.32,    0.41,   0.06,   5.7412,   7.6996,   7.4919,   8.9699,   8.0592,   9.7599,   7.1043,   6.7758,   8.4582,   2.8498,   5.7204,   5.1319,   7.1956,   6.0290,   4.7438,   5.2736,   7.8990,   7.1001,  10.5729,   8.1601,   3.5594,   7.1225,   4.8435,   6.7520,   7.4251,   6.07,   4.00,   6.28,   3.12,   6.19,   5.57,   6.03,   6.43,   5.73,   5.58
197507,   -6.59,    2.69,    1.70,    0.48,   0.42,  -1.5081,   0.2403,  -1.6404,  -0.3158,  -0.5788,  -3.2466,  -3.3518,  -2.3528,  -3.7370,  -4.0897,  -5.2392,  -3.4062,  -3.5883,  -3.8180,  -5.9723,  -7.2952,  -6.4003,  -4.4571,  -4.2823,  -6.8383,  -8.1481,  -4.1720,  -4.4879,  -5.6733,  -1.5548,  -8.11,  -8.65,  -6.07,  -5.05,  -5.09,  -6.64,  -6.43,  -5.13,  -5.83,  -4.05
197508,   -2.85,   -3.20,   -0.90,    0.48,  -0.13,  -7.0396,  -6.4153,  -4.9115,  -5.3609,  -7.6233,  -4.4232,  -4.0565,  -5.2499,  -4.1697,  -8.3446,  -4.0071,  -3.3355,  -3.4555,  -4.2184,  -5.6436,  -4.5264,  -3.5093,  -2.7349,  -2.4411,  -0.6946,  -2.0153,  -1.8045,  -1.8058,   2.2451,  -4.4637,  -4.44,  -2.65,  -1.79,  -1.76,  -2.25,  -3.30,  -0.87,  -2.87,  -3.01,  -2.52
197509,   -4.26,   -0.13,    0.34,    0.53,   0.32,  -5.3367,  -2.3941,  -3.3878,  -2.9494,  -3.9361,  -3.3434,  -4.0051,  -3.5104,  -3.3065,  -4.9418,  -5.2970,  -2.8375,  -3.9002,  -4.0254,  -4.0280,  -4.3998,  -3.1586,  -3.6371,  -3.4298,  -4.4543,  -4.5286,  -1.3177,  -2.3715,  -4.3160,  -5.3542,  -3.63,  -6.69,  -3.22,  -3.17,  -1.98,  -2.63,  -4.12,  -4.75,  -4.71,  -1.77
197510,    5.31,   -4.02,    0.30,    0.56,  -0.14,   1.5010,   1.4067,   2.7206,   2.7518,   0.9861,   2.1275,   4.1319,   1.5415,   3.6722,   4.8926,   2.0254,   3.8641,   3.6007,   5.0908,   0.3741,   5.6482,   5.8909,   6.9557,   5.2264,   6.9269,   7.1756,   5.6507,   4.4430,   6.6968,   3.9012,   2.26,   8.54,   7.12,   4.67,   5.96,   7.53,   4.10,   5.87,   6.01,   3.15
197511,    2.64,   -1.19,    1.99,    0.41,  -0.45,   0.0907,   2.0259,   2.0037,   2.4611,   3.6781,  -0.0012,   3.3033,   1.9709,   4.3198,   3.8934,   2.0053,   2.8905,   4.6924,   4.2070,   1.1015,   3.0000,   3.8446,   3.6644,   7.7666,   6.0417,   3.3425,   2.2177,   3.0850,   2.8423,   4.6800,   3.22,   5.71,   3.33,   3.55,   2.16,   2.88,   2.11,   2.21,   3.11,   1.55
197512,   -1.60,   -0.76,    1.75,    0.48,  -0.12,  -0.9134,  -1.3296,  -1.1326,  -0.9797,  -1.3812,  -2.6645,  -1.3737,   0.6854,  -0.7470,  -2.0756,  -0.9620,  -0.7568,   0.6889,  -0.3445,   3.0623,  -2.0935,   0.7885,   0.0133,  -0.3933,  -0.7770,  -2.6661,   0.8819,   0.2960,   0.6131,   5.2476,  -1.60,  -2.17,  -2.06,  -0.41,  -2.50,  -1.57,   0.38,  -1.37,  -0.26,  -1.32
197601,   12.16,    4.80,    8.58,    0.47,   4.46,  15.8660,  16.9289,  21.3409,  22.4443,  26.9558,  12.8741,  16.7156,  16.6975,  21.2379,  26.7663,  16.2131,  15.0745,  16.9442,  18.5626,  22.2819,  12.7770,  13.4336,  16.3522,  18.8342,  22.5965,  11.0322,   9.4908,  13.9493,  17.2713,  15.1633,   9.91,   9.83,  11.49,  13.24,  12.72,  13.18,  13.70,  13.98,  14.04,  19.45
197602,    0.32,    7.03,    5.78,    0.34,   0.36,   9.8363,   7.4578,  10.3737,  12.3870,  15.8501,   7.5969,   6.2860,   7.3042,   8.3371,  11.5492,   3.9933,   3.7608,   5.4815,   7.3098,  13.2638,   0.5082,   3.2368,   4.2814,   5.3936,   3.9373,  -2.3126,   1.4027,  -0.8870,  -0.8122,   9.4385,   2.45,   0.86,   1.13,   0.46,   0.85,  -1.37,   0.10,  -1.00,   3.25,   5.22
197603,    2.32,   -1.17,   -0.04,    0.40,   0.19,   3.5633,   2.2723,   2.0693,   0.7488,   1.5163,   1.2497,   0.6151,   0.2711,   1.2057,   2.3152,   0.8879,   0.8679,   1.9009,   2.1228,   1.9401,   1.1057,   2.2633,   1.1314,   1.4856,   6.7991,   2.9631,   3.5983,   3.4209,   2.6586,  -1.0107,   0.63,   4.44,   2.27,   3.39,   4.06,   2.86,   0.94,   2.41,   0.81,   0.78
197604,   -1.49,   -0.03,   -0.06,    0.42,   0.50,  -1.4484,  -0.7888,  -2.7689,  -1.1274,  -1.6572,  -0.9731,  -1.7179,  -0.7712,  -0.8243,  -1.5803,  -1.5325,   0.0313,  -0.5658,  -1.1594,  -0.4912,  -1.4898,  -1.3131,  -0.6736,  -2.1426,  -3.7347,  -2.2602,   0.2984,   1.8008,   0.7118,   1.1439,  -3.15,  -2.89,  -1.36,   0.51,  -0.32,  -0.61,  -0.08,  -0.33,  -0.16,  -2.61
